,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5409158989624224,0.4590841010375777,0.0,complete,False,True,0.1,17.0,136.0,122.0,14.0,cx,1.0,10.0,True,False,289.0,289.0,32.81738543510437,82375.0,19079.0,63296.0,130250193.0,32.82838749885559,2024-11-14 02:35:45.194057
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,68.0,68.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.7588235294117647,0.24117647058823533,0.5176470588235295,3.1463414634146334,0.31782945736434115,679.9999999999999,515.9999999999999,164.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6985994397759103,0.3014005602240896,0.3971988795518207,2.3178438661710037,0.4314354450681636,7140.0,4988.0,2152.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.6550312432665373,0.34496875673346267,0.3100624865330747,1.898813241723922,0.5266447368421054,74255.99999999999,48639.999999999985,25616.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6197586726998492,0.3802413273001508,0.23951734539969835,1.6299087663625549,0.6135312728157701,742559.9999999998,460207.9999999999,282351.9999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5915969651263928,0.4084030348736072,0.18319393025278558,1.4485616281217903,0.6903399762815775,7001280.000000015,4141936.00000012,2859343.9999998948,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5694141152963442,0.4305858847036558,0.13882823059268845,1.3224170497094556,0.756191097369553,61261199.99999994,34882991.99999237,26378208.00000757,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5521087409324186,0.44789125906758137,0.10421748186483723,1.2326847862175225,0.8112373991963404,490089600.00026244,270582752.00021756,219506848.00004488,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5387466563938265,0.4612533436061736,0.07749331278765278,1.1680059643184246,0.8561600116344762,3528645120.009033,1901045760.005259,1627599360.0037742,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
