,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998080059857807,0.5001919940142194,0.49997403635783755,0.5000259636421622,0.4999735057561912,0.500026494243809,0.4999724392194903,0.5000275607805098,0.49997025001227186,0.5000297499877282,0.4999659437079139,0.500034056292086,0.49951319615972545,0.5004868038402746,0.0,complete,False,False,0.5,170.0,14365.0,7140.0,7225.0,cx,100.0,11.0,False,False,28900.0,28900.0,92.63590478897095,4005812.0,108929.0,3896883.0,130250193.0,98.48004484176636,2024-12-07 20:49:59.676829
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.501878787878788,0.49812121212121196,0.0037575757575757586,1.017629262422807,1.0019843613495647,164.99999999999997,82.80999999999999,82.18999999999998,False,False,False,0.03469605662421728,0.06913234323144365,0.03469605662421727,0.06965384283971106,0.0693921132484345,18.467255945147887,0.14555831227292318,0.14303668108597126,0.13762600768038605,0.1373534488053473,0.0,0.0,5.724849342995847,0.06913234323144364,5.724849342995847,0.069653842839711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.49668686868686807,0.5033131313131319,-0.006626262626263702,0.9883851057018872,1.0148773235948043,990.0,491.7199999999999,498.28000000000014,False,False,False,0.013870478155743401,0.02792600133040345,0.0138704781557434,0.027558347463646844,0.0277409563114868,4.186516272616992,0.05631120125444545,0.05697293588257471,0.05506400511973608,0.054256809014801385,0.0,0.0,13.731773374185964,0.027926001330403415,13.731773374185963,0.027558347463646864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49987012987013,0.50012987012987,-0.000259740259740072,0.9997765131170019,1.0008153088786105,5543.999999999999,2771.28,2772.72,False,False,False,0.0060789422340684586,0.012161043180651369,0.006078942234068466,0.012154727396086005,0.012157884468136922,46.80785520236098,0.024345405012737024,0.024350847107655477,0.024318997183434846,0.024299185841475286,9.094947017729282e-13,1.6405027088256284e-16,33.70165574567553,0.01216104318065137,33.70165574567554,0.012154727396085988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.499870129870129,0.500129870129871,-0.00025974025974159727,0.9995310506606397,1.0005702509398464,27720.000000000004,13856.4,13863.600000000013,False,False,False,0.0025127706363149037,0.005026846947161546,0.0025127706363149054,0.005024236276194427,0.005025541272629811,19.348333899525137,0.01003085686035444,0.01003556303100794,0.010073228692555187,0.010067487698233377,2.1827872842550278e-11,7.874413002363014e-16,69.65400203864922,0.005026846947161544,69.65400203864922,0.005024236276194434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5000727272727281,0.4999272727272719,0.00014545454545594264,1.0003025484743826,0.999720723254436,118800.0000000188,59408.64000000954,59391.36000000941,False,False,False,0.0012038129026775005,0.0024072756561686454,0.0012038129026774958,0.0024079760564177473,0.0024076258053549945,16.55242741165659,0.004816136947343036,0.004814680273171748,0.004814619620912597,0.004815964607835025,2.0372681319713593e-10,1.7148721649587852e-15,143.0129728381098,0.0024072756561686454,143.01297283810973,0.002407976056417753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4999757575757489,0.500024242424251,-4.8484848502244295e-05,0.999906644494819,1.000100602708948,415799.9999997251,207889.91999985944,207910.07999986666,False,False,False,0.0006725707522467272,0.0013452067266377995,0.0006725707522467313,0.0013450762886733827,0.001345141504493459,27.743543520223525,0.0026835055192956396,0.002683756062698655,0.0026972358914663184,0.0026969645695246874,9.89530235528946e-10,2.379822596271285e-15,279.65491878400496,0.0013452067266377997,279.654918784005,0.0013450762886733744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999688311688316,0.5000311688311684,-6.233766233681748e-05,0.9998765221022845,1.0001258758725953,1108800.0000005362,554365.4400002685,554434.5600002673,False,False,False,0.0003858766094622153,0.000771801331215207,0.0003858766094622134,0.000771705112631692,0.0007717532189244475,12.3802078870808,0.0015415977655799935,0.0015417881423385321,0.0015454481045271262,0.0015452535943825522,2.3283064365386963e-10,2.0998434672957886e-16,427.8599845719108,0.0007718013312152062,427.8599845719108,0.0007717051126316953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
