,Unnamed: 0,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,prob_p,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4801489638803257,0.5198510361196743,0.4959409635801049,0.504059036419895,0.4942086150546141,0.5057913849453858,0.4909876303722791,0.5090123696277209,0.4852776844675504,0.5147223155324495,0.4759641118996741,0.524035888100326,0.4068149997431292,0.5931850002568708,0.0,er,False,0.5,False,0.9,11.0,27.0,3.0,24.0,cx,10.0,10.0,False,False,121.0,121.0,7.379336357116699,60323.0,27904.0,32419.0,130250193.0,7.774217128753662,2024-12-07 13:43:27.641111
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.248760683760684,0.7512393162393162,-0.5024786324786321,0.3341269841269845,3.0999999999999965,12.499999999999996,3.1000000000000014,9.399999999999997,False,False,False,0.0352321594918464,0.1416307390670343,0.0352321594918464,0.0468987162016729,0.070464318983693,0.1402334635327791,0.0639073718704679,0.1912667186622079,0.5722761571129793,0.184605211971929,3.0083217912982643,0.2406657433038612,0.8306623862918072,0.267955608481228,2.374868417407584,0.2526455763199558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.7139837021228418,0.286016297877158,0.4279674042456838,2.6749783549783523,0.410323614557486,32.699999999999974,23.69999999999998,9.0,False,False,False,0.0593969864932166,0.0831909556431266,0.0593969864932166,0.20766993676258,0.1187939729864333,0.2775771514557617,0.9015056214189926,0.3370141742422765,0.1175255257259348,0.2864215501042521,9.077995373429092,0.277614537413734,7.668767828015143,0.3235767016040147,2.0976176963402957,0.2330686329266994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.3662702561463892,0.6337297438536108,-0.2674594877072216,0.5853915544712468,1.783046757164421,73.20000000000027,26.49999999999998,46.70000000000032,False,False,False,0.0453274375617085,0.1237540772177587,0.0453274375617085,0.0715248700275286,0.090654875123417,0.3389480623796519,0.1042868967319218,0.1781489601880551,0.4317789549178915,0.2421579541775727,25.84492213182333,0.3530727067188967,9.46836839165024,0.3572969204396319,17.49885710553713,0.37470786093227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5379130579330729,0.4620869420669271,0.0758261158661459,1.193684169302744,0.8739292681574866,136.49999999999196,75.19999999999352,61.29999999999848,False,False,False,0.0500789769290815,0.0930986452002292,0.0500789769290814,0.1083756591456077,0.100157953858163,1.3208899429184728,0.2747658698692234,0.2301830558997192,0.160750172989984,0.1839395690785081,58.23443998184919,0.4266259339329862,35.368912903845484,0.470331288615007,24.32714533191193,0.3968539205858489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5088057552807927,0.4911942447192072,0.0176115105615854,1.0501104877985077,0.9805413777360432,199.20000000002892,99.30000000000426,99.90000000002463,False,False,False,0.0424465243538698,0.0834238290611414,0.0424465243538698,0.0864149464498194,0.0848930487077396,4.820316145561652,0.1658111704648085,0.1578987853101262,0.1825274544307666,0.1861496705546495,98.40914591643924,0.4940218168495228,47.66560604880925,0.480016173704,52.14297651650957,0.5219517168818489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4789493437232113,0.5210506562767887,-0.0421013125535774,0.9320523702920704,1.1030815733091537,222.7999999998889,105.39999999992844,117.39999999996049,False,False,False,0.0415045022052396,0.086657394459706,0.0415045022052396,0.0796554072147487,0.0830090044104793,1.97164884835463,0.1616987118936041,0.1734867235442293,0.1756169181793007,0.15920574001836,126.9313200120203,0.5697096948477718,60.859181723023056,0.577411591300421,66.83442226877824,0.5692880942828001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5117039055400088,0.4882960944599913,0.0234078110800175,1.080661407216313,0.9816114208781376,170.40000000025674,86.40000000023421,84.00000000002251,False,False,False,0.0596234140109514,0.1165193647447931,0.0596234140109514,0.1221050397236726,0.1192468280219028,5.094317773424769,0.2727662436696109,0.2524067592755369,0.2386737777134532,0.2431448663259629,110.32424937431854,0.6474427780173257,54.1390801547267,0.6266097240113419,57.01929497992823,0.6788011307132494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
