,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000059224244587,0.4999940775755413,0.0,complete,False,True,0.3,21.0,210.0,147.0,63.0,cx,1.0,10.0,True,False,441.0,441.0,285.2111077308655,104471.0,19687.0,84784.0,130250193.0,285.2221100330353,2024-11-14 07:54:29.524056
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,105.0,105.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5090225563909775,0.49097744360902257,0.018045112781954885,1.0367534456355283,0.9645494830132939,1329.9999999999998,676.9999999999999,652.9999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5093288777499304,0.4906711222500696,0.018657755499860762,1.0380249716231555,0.9633679606342264,17955.0,9145.0,8810.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5024571232001575,0.4975428767998425,0.004914246400314943,1.009877030964493,0.9902195706391501,244187.99999999994,122694.00000000003,121493.99999999991,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5005110816256403,0.49948891837435977,0.0010221632512804628,1.0020464182761195,0.997957760999096,3255840.0000003073,1629584.0000001783,1626256.000000129,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5002564690593598,0.4997435309406402,0.0005129381187195283,1.0010264027185187,0.9989746497038128,41860800.0,20941136.00000005,20919663.99999995,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5000562720214655,0.4999437279785344,0.0001125440429311537,1.0002251134210367,0.9997749372436103,512794799.9999999,256426255.99999297,256368544.0000069,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000143917216041,0.49998560827839594,2.8783443208198676e-05,1.0000575685434372,0.9999424347705091,5925628800.024601,2962899680.0123196,2962729120.0122814,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5000045322272277,0.49999546777277226,9.064454455493001e-06,1.000018129073241,0.9999818712554162,63996791038.454544,31998685567.226105,31998105471.22844,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
