,Unnamed: 0,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500202554646995,0.499797445353005,0.4999904068604265,0.5000095931395734,0.4999894702209048,0.500010529779095,0.4999885449720778,0.5000114550279222,0.4999877714041746,0.5000122285958254,0.4999875172765994,0.5000124827234006,0.5006989626884801,0.4993010373115198,0.0,complete,False,False,0.5,25.0,300.0,138.0,162.0,cx,10.0,12.0,False,False,625.0,625.0,19.832372665405277,159150.0,31485.0,127665.0,130250193.0,20.176135540008545,2024-12-07 20:44:47.010916
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4963636363636363,0.5036363636363637,-0.0072727272727272,0.9942165672759268,1.0231105469683923,219.99999999999997,109.19999999999996,110.79999999999998,False,False,False,0.0325754052130344,0.0656281057405455,0.0325754052130344,0.0646804074627036,0.0651508104260687,8.95823643358446,0.1340651004675229,0.1348449672638733,0.129098592776365,0.12618244739916,2.8421709430404014e-14,1.2918958832001826e-16,7.166589146867567,0.0656281057405455,7.166589146867567,0.0646804074627036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.505185185185185,0.494814814814815,0.0103703703703699,1.0221408061353494,0.9805927562749888,1485.0,750.1999999999998,734.8000000000002,False,False,False,0.0119888016615584,0.0237314988901817,0.0119888016615584,0.0242288656333891,0.0239776033231169,2.3121260347292227,0.0488275424111615,0.0477698787858548,0.0472323572373867,0.0481671488343539,0.0,0.0,17.803370467414332,0.0237314988901817,17.803370467414332,0.0242288656333891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5014309764309767,0.4985690235690233,0.0028619528619532,1.0059133049235605,0.9944620582867728,9503.999999999998,4765.6,4738.399999999998,False,False,False,0.0046265677049364,0.0092267289465579,0.0046265677049364,0.0092796934551148,0.0092531354098729,3.2331543726258047,0.0186415150093728,0.0185319300561289,0.0183863203965769,0.0184887097937675,0.0,0.0,43.97089946771651,0.0092267289465579,43.97089946771651,0.0092796934551149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4992640692640689,0.5007359307359309,-0.0014718614718619,0.9970787759371716,1.0029664354324346,55440.00000000592,27679.200000002944,27760.80000000298,False,False,False,0.0015112986124996,0.0030270526271344,0.0015112986124996,0.0030181549190578,0.0030225972249993,2.053588114631207,0.0060210930637485,0.0060387335575258,0.0060697482828923,0.0060517960207464,0.0,0.0,83.78639507698948,0.0030270526271344,83.78639507698948,0.0030181549190578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4998933782267126,0.5001066217732874,-0.0002132435465747,0.999577983977164,1.0004309594770997,285120.00000006385,142529.60000003222,142590.40000003166,False,False,False,0.0007399963950527,0.0014803084563307,0.0007399963950527,0.0014796772584791,0.0014799927901055,6.940387242089273,0.0029602071292228,0.0029614569114904,0.0029598061150862,0.0029585311080669,5.820766091346741e-11,2.0415144820936575e-16,210.9877721574869,0.0014803084563307,210.9877721574869,0.0014796772584791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4998274811608046,0.5001725188391954,-0.0003450376783907,0.9993119647686765,1.000692118884983,1247399.999999303,623484.7999996392,623915.1999996636,False,False,False,0.0004748314786015,0.0009499907398024,0.0004748314786015,0.0009493354007204,0.0009496629572031,2.752345661587551,0.0018982826784794,0.0018995896630927,0.0019003820903974,0.0018990677097716,2.3283064365386963e-10,1.8665275264870911e-16,592.3047864072562,0.0009499907398024,592.3047864072561,0.0009493354007204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5001255411255399,0.4998744588744601,0.0002510822510796,1.0005025956953837,0.9994982661912664,4435200.000002474,2218156.800001231,2217043.2000012426,False,False,False,0.0001952109504166,0.0003903238974305,0.0001952109504166,0.0003905199534623,0.0003904219008334,1.5549561912663918,0.0007812071785094,0.00078081474438,0.0007804813115115,0.0007808731019471,0.0,0.0,865.799607288565,0.0003903238974305,865.799607288565,0.0003905199534623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999417454972789,0.5000582545027212,-0.0001165090054422,0.9997670731107196,1.00023310919071,11975040.000072995,5986822.400036228,5988217.600036767,False,False,False,8.944412153134255e-05,0.0001789090875825,8.944412153133569e-05,0.0001788674033993,0.0001788882430626,1.535402713151806,0.0003576731679885,0.0003577564990969,0.0003578798969136,0.0003577964912631,1.862645149230957e-09,1.5554396053955582e-16,1071.0969331090305,0.0001789090875825,1071.0969331090305,0.0001788674033993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.4999794238683089,0.5000205761316913,-4.115226338235506e-05,0.99991773967707,1.00008234874483,21772799.99893496,10885951.999467414,10886847.999467542,False,False,False,7.143522418727376e-05,0.0001428763280588,7.143522418726348e-05,0.0001428645691741,0.0001428704483745,3.471751894837799,0.0002857038483515,0.0002857273523758,0.0002857779843433,0.0002857544528228,0.0,0.0,1555.344849108443,0.0001428763280588,1555.344849108443,0.0001428645691741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
