,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5015186243243356,0.4984813756756708,0.46272845842899135,0.5372715415710099,0.46407744156903485,0.535922558430966,0.465826473189585,0.5341735268104156,0.467924042985434,0.5320759570145664,0.47024606614013376,0.5297539338598667,0.4780819582326461,0.521918041767354,0.0,dataset,True,1940,False,cow,False,0.3620309050772627,61.0,320.0,198.0,122.0,cx,20.0,12.0,False,False,3721.0,3721.0,23.041208028793335,283410.0,33320.0,250090.0,130250193.0,23.55998182296753,2024-12-08 17:50:39.410810
1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5154004106776182,0.48459958932238195,0.4886587856587858,0.5113412143412142,-0.022682428682428153,1.3184450095827809,1.0460034169981198,24.349999999999994,12.55,11.799999999999997,False,False,False,0.21445731178162145,0.43886924388865867,0.21445731178162114,0.4194015771991252,0.42891462356324234,18.909554597013596,0.9976532176538276,0.7566892895817725,0.8415801639157389,0.8045673180790877,46.59535921097722,1.9135671133871552,22.517715248221787,1.794240258822453,24.229321080046795,2.0533322949192203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.49563530552861296,0.504364694471387,0.48623148723767773,0.5137685127623253,-0.027537025524649306,0.9443085755468229,1.0678216230982573,103.1,51.099999999999994,52.0,False,False,False,0.18151239782695516,0.3733044909496554,0.18151239782696313,0.35329607268270385,0.3630247956539263,13.183152092043157,0.42120963652448806,0.4460508433703223,0.4556926694028395,0.4267498049727245,320.63388779104434,3.109931016401982,160.29500927976517,3.136888635611843,160.4063589761952,3.0847376726191387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49733818996917933,0.5026618100308208,0.46368069390560096,0.5363193060943993,-0.07263861218878653,0.9053856118464886,1.0367005253814712,535.3499999999983,266.2499999999993,269.09999999999906,False,False,False,0.22259365407760837,0.4800580593569535,0.22259365407760937,0.41503942063653765,0.44518730815521973,6.128796995710565,0.5037060009470241,0.5563441635876464,0.4997960469225677,0.4821026272159546,2063.15261856703,3.8538388317307115,1024.5930350631904,3.848236751411054,1038.5614040585162,3.859388346557116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5005541893249271,0.4994458106750728,0.547134289321788,0.45286571067827375,0.0942685786436883,0.9449276141893931,0.9547379125034797,2887.10000000031,1445.1500000001524,1441.9500000001576,False,False,False,0.17589693027447942,0.321487674429099,0.17589693027432052,0.3884085858716774,0.35179386054892875,3.7318252339267968,0.1531608576964502,0.16208739737999864,0.4085194680934439,0.42788650449864163,12062.228127092963,4.1779737893012605,6034.5686446926775,4.1757386047760034,6027.6644604281255,4.180217386474889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5002149106387703,0.4997850893612296,0.5396394500561184,0.46036054994388165,0.07927890011223536,1.24202784639574,0.8832502101056141,14424.600000001825,7215.40000000092,7209.200000000905,False,False,False,0.07342024346972323,0.13605425522927964,0.07342024346972321,0.15948422052817776,0.14684048693944715,1.8522013641910353,0.4378258423766846,0.3525088778381405,0.22171369306438551,0.2510202551074109,62104.97469640376,4.305490252512784,31066.456824688586,4.305576520315523,31038.517905341996,4.305403915183113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5001887933544609,0.499811206645539,0.4897346480676709,0.5102653519323291,-0.020530703864026452,0.9611460204658335,1.0435704551556566,62502.20000000104,31262.899999999703,31239.300000001327,False,False,False,0.013717077975051721,0.028009204635969134,0.01371707797505176,0.026882244548069773,0.027434155950576192,1.3362501418495374,0.05139000702939004,0.05346742943853955,0.05885554832621009,0.05639825086599575,271834.7498683019,4.349202905950468,135974.3071340671,4.349382403234133,135860.44288353954,4.349023277843414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000865800865751,0.4999134199134249,0.500086580086575,0.4999134199134249,0.0001731601731501953,1.0003463803255774,0.9996537396122084,221759.99999939086,110899.19999969428,110860.7999996966,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966629.4297169247,4.358898943540674,483398.40571817325,4.358898943540674,483231.02399875136,4.358898943540673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5000106888995451,0.49998931110045486,0.5000106888995451,0.49998931110045486,2.137779909022432e-05,1.0000427565122207,0.9999572453158205,598752.0000076886,299382.40000382485,299369.6000038638,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2609899.4602763792,4.358898943540673,1304977.6270913435,4.358898943540674,1304921.833185036,4.358898943540674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,0.4998589065255659,0.5001410934744341,0.49985890652556586,0.5001410934744341,-0.00028218694886831495,0.9994357853162834,1.0005645332016384,1088639.9999808804,544166.399990435,544473.5999904455,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745271.745812778,4.358898943540673,2371966.3460286385,4.358898943540673,2373305.3997841403,4.358898943540673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
