,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5006764149430742,0.49932358505692587,0.4999996066327184,0.5000003933672816,0.499994410565242,0.5000055894347578,0.4999890583397873,0.5000109416602128,0.49998385587086674,0.5000161441291332,0.4999794930575523,0.5000205069424477,0.5011173735138359,0.4988826264861642,0.0,complete,False,False,0.5,280.0,39060.0,19515.0,19545.0,cx,10.0,12.0,False,False,78400.0,78400.0,20.003052473068237,10986830.0,29245.0,10957585.0,130250193.0,35.26955771446228,2024-12-07 20:40:19.000175
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5072727272727273,0.4927272727272727,0.014545454545454547,1.047205271562175,0.9853138625809544,219.99999999999994,111.59999999999998,108.4,False,False,False,0.04374985242005804,0.08624522878506065,0.04374985242005804,0.0887912133986418,0.0874997048401161,6.015604707757981,0.2008049025385469,0.19175314333453933,0.16327268802869666,0.16570627312703823,2.842170943040401e-14,1.2918958832001826e-16,9.624967532412766,0.08624522878506065,9.624967532412768,0.08879121339864177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.49818181818181806,0.5018181818181819,-0.0036363636363640458,0.9946027038340137,1.0090929913327709,1485.0,739.7999999999998,745.2000000000002,False,False,False,0.01507214527519228,0.030254306209327578,0.015072145275192258,0.030035072106361378,0.030144290550384496,8.289679901354804,0.061592595263663605,0.06192683272047751,0.05931594839539694,0.05878144918740812,0.0,0.0,22.382135733660505,0.030254306209327533,22.382135733660505,0.03003507210636138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5022727272727273,0.4977272727272727,0.004545454545454748,1.0095049141612842,0.9913105988976335,9503.999999999998,4773.6,4730.399999999998,False,False,False,0.0067660223784877785,0.013470813785224535,0.00676602237848779,0.013593834915683231,0.013532044756975574,2.9770498465344937,0.027404204232461433,0.02714618210177745,0.026754470026691943,0.02698898817025027,0.0,0.0,64.30427668514801,0.01347081378522457,64.30427668514801,0.013593834915683249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4990476190476184,0.5009523809523816,-0.0019047619047631553,0.9962229067689542,1.0038421285034678,55440.00000000592,27667.200000002922,27772.800000003004,False,False,False,0.0017769436396951042,0.0035606695070226372,0.0017769436396951174,0.003547130839695572,0.0035538872793902153,1.865790821678638,0.007101075855226265,0.0071279989718939065,0.007115212475307853,0.007087979547058105,0.0,0.0,98.51375538470712,0.0035606695070226377,98.51375538470714,0.003547130839695547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5001402918069588,0.4998597081930411,0.00028058361391785107,1.0005755892021988,0.9994532872081088,285120.00000006385,142600.00000003207,142520.0000000318,False,False,False,0.0013360612731369216,0.0026713730027826004,0.0013360612731369102,0.0026728725105023585,0.0026721225462738407,9.523444754889292,0.005336784878253269,0.005333714849578244,0.005351965451263217,0.005354893039787278,5.820766091346741e-11,2.0415144820936577e-16,380.9377901968825,0.002671373002782586,380.9377901968825,0.0026728725105023676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5000724707391282,0.49992752926087175,0.0001449414782563923,1.0002931594312097,0.999713404614863,1247399.999999303,623790.3999996397,623609.5999996628,False,False,False,0.0006363946398822478,0.0012726048265397007,0.0006363946398822585,0.0012729737864669093,0.001272789279764536,8.781401259845387,0.0025408655009310113,0.002540120840550192,0.002550331400396241,0.00255106252314257,2.3283064365386963e-10,1.8665275264870911e-16,793.8386737886871,0.0012726048265397248,793.8386737886872,0.001272973786466912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49974458874459265,0.5002554112554073,-0.0005108225108147333,0.9989792999990106,1.0010225920219384,4435200.000002474,2216467.2000012533,2218732.8000012203,False,False,False,0.00023025257396923384,0.00046074050455984097,0.00023025257396920337,0.00046027003164518906,0.0004605051479384375,0.9014973658932094,0.000919911941201398,0.0009208518546903916,0.0009221120955194284,0.0009211701143096872,0.0,0.0,1021.2162160688488,0.00046074050455981093,1021.2162160688488,0.0004602700316452198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
