,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5299790516502147,0.4700209483497852,0.0,complete,False,True,0.1,13.0,78.0,70.0,8.0,cx,1.0,10.0,True,False,169.0,169.0,2.855651378631592,63919.0,18495.0,45424.0,130250193.0,2.8656539916992188,2024-11-13 20:53:44.806948
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,39.0,39.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.7692307692307692,0.2307692307692308,0.5384615384615384,3.3333333333333326,0.3000000000000001,285.99999999999994,219.99999999999997,66.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.7109557109557108,0.2890442890442892,0.4219114219114216,2.4596774193548363,0.4065573770491807,2145.0,1524.9999999999995,620.0000000000005,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.664853664853665,0.335146335146335,0.32970732970733,1.9837712519319952,0.5040903778730031,15443.999999999996,10268.0,5175.999999999996,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.6239316239316377,0.3760683760683622,0.2478632478632754,1.6590909090910066,0.6027397260273618,102959.99999999464,64239.99999999807,38719.99999999656,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5901320901321047,0.4098679098678953,0.1802641802642094,1.439810426540371,0.6945358788676343,617760.0000000792,364560.0000000557,253200.00000002343,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5626891626890947,0.4373108373109053,0.1253783253781894,1.2867029917418944,0.777180131248653,3243239.9999973625,1824935.9999982957,1418303.999999067,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5408702408703728,0.4591297591296271,0.0817404817407456,1.1780335082084443,0.84887228846385,14414400.00000794,7796320.000006196,6618080.000001743,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5239575239575708,0.4760424760424292,0.0479150479151415,1.1006528835693037,0.9085516559563296,51891840.00032211,27189120.000171203,24702720.000150908,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
