,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,prob_p,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5065104166666791,0.49348958333332105,2.0,er,True,0.5,0.5,10.0,43.0,19.0,24.0,cx,1.0,10.0,True,False,100.0,100.0,1.7268750667572021,57186.0,18116.0,39070.0,1535995910.0,1.778066873550415,2024-11-10 23:12:45.971316
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.4,0.6,-0.2,0.6666666666666666,1.5,10.0,4.0,6.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.34615384615384626,0.6538461538461537,-0.30769230769230743,0.5294117647058826,1.8888888888888882,25.999999999999993,9.0,16.999999999999993,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.44117647058823395,0.5588235294117659,-0.11764705882353205,0.7894736842105222,1.2666666666666733,67.99999999999974,29.999999999999797,37.99999999999994,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5624999999999983,0.4375000000000016,0.12499999999999672,1.2857142857142771,0.7777777777777829,144.0000000000024,81.00000000000111,63.00000000000128,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49049429657795257,0.5095057034220475,-0.01901140684409496,0.9626865671642014,1.0387596899224565,262.99999999999557,128.99999999999935,133.99999999999622,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49046321525886316,0.5095367847411368,-0.019073569482273595,0.9625668449198154,1.0388888888888572,367.000000000012,180.00000000000867,187.00000000000333,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.519999999999986,0.480000000000014,0.039999999999971975,1.0833333333332726,0.9230769230769749,375.00000000014325,195.00000000006924,180.000000000074,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5260869565218701,0.47391304347812996,0.0521739130437401,1.110091743119849,0.9008264462805187,229.999999999325,120.99999999967501,108.99999999965,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5471698113208847,0.45283018867911534,0.09433962264176937,1.208333333333967,0.8275862068961177,52.999999999862425,28.99999999993161,23.999999999930814,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
