,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049799369354899,0.49502006306451,0.5000478150465357,0.49995218495346433,0.5000530670326042,0.4999469329673956,0.5000600523697325,0.4999399476302676,0.5000707245001701,0.4999292754998299,0.5000896373862047,0.4999103626137953,0.5084999119758017,0.49150008802419815,0.0,complete,False,False,0.5,235.0,27495.0,13683.0,13812.0,cx,10.0,12.0,False,False,55225.0,55225.0,20.031272172927856,8112946.0,29245.0,8083701.0,130250193.0,31.346593141555786,2024-12-07 21:18:49.137103
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5381818181818181,0.46181818181818174,0.07636363636363636,1.1750650704067287,0.8641129759734364,219.99999999999994,118.39999999999998,101.6,False,False,False,0.030640544629732213,0.05693344441335378,0.030640544629732206,0.06634763600926266,0.061281089259464426,0.8024904545882247,0.14663412092050954,0.12478808588000548,0.10561065452255593,0.1222185726392824,2.842170943040401e-14,1.2918958832001826e-16,6.740919818541084,0.05693344441335376,6.740919818541084,0.06634763600926263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5065319865319863,0.49346801346801367,0.013063973063972677,1.0280590960179192,0.9756366399263301,1485.0,752.1999999999998,732.8000000000002,False,False,False,0.013697704657337216,0.0270421316353972,0.013697704657337228,0.027758039596268796,0.027395409314674428,2.0970197336233367,0.05714060709724737,0.055581052994497705,0.052818979279838536,0.05413796194024332,0.0,0.0,20.341091416145762,0.02704213163539719,20.341091416145762,0.027758039596268772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5036195286195286,0.49638047138047137,0.007239057239057207,1.0150779253594524,0.9860941128977609,9503.999999999998,4786.399999999999,4717.5999999999985,False,False,False,0.007751880888783087,0.015392335777827691,0.0077518808887830975,0.01561681277916622,0.01550376177756617,2.1416824409010107,0.031651782263962966,0.031181628004327507,0.030419590576126244,0.030848567269846555,0.0,0.0,73.67387596699444,0.015392335777827691,73.67387596699444,0.015616812779166201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5010678210678202,0.49893217893217967,0.002135642135640516,1.004362863657612,0.9958180852990788,55440.00000000592,27779.200000002915,27660.800000003004,False,False,False,0.003188478140175294,0.006363366406927435,0.0031884781401752805,0.006390604324217567,0.006376956280350574,2.9859666907339864,0.01290042992513395,0.012844391595836337,0.012614479425384078,0.012667453635967569,0.0,0.0,176.76922809133706,0.0063633664069274315,176.76922809133706,0.006390604324217588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5001402918069597,0.4998597081930403,0.0002805836139193846,1.0005852414700858,0.9994626126506366,285120.00000006385,142600.00000003233,142520.0000000316,False,False,False,0.0017236605611538885,0.003446354131810627,0.0017236605611539086,0.0034482886556006427,0.003447321122307805,12.28625247979829,0.0069358948556884435,0.006931838056593806,0.006854399597181495,0.006858085045325711,5.820766091346741e-11,2.0415144820936577e-16,491.45009919631167,0.003446354131810661,491.45009919631167,0.003448288655600636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4999775533108757,0.5000224466891244,-4.489337824881811e-05,0.999913768173722,1.0000933247425627,1247399.999999303,623671.9999996375,623727.9999996652,False,False,False,0.0006654315175492374,0.0013309227847184688,0.0006654315175492221,0.0013308032908429335,0.0013308630350984448,29.64497409221998,0.0026682404401960447,0.002668470547284706,0.0026552694576403146,0.002655021678425677,2.3283064365386963e-10,1.8665275264870911e-16,830.0592749904393,0.0013309227847184447,830.0592749904393,0.0013308032908429393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5001428571428688,0.49985714285713134,0.0002857142857371228,1.0005734022885058,0.9994305333729372,4435200.000002474,2218233.6000012876,2216966.400001186,False,False,False,0.0004749404205379393,0.0009496095240689796,0.00047494042053793377,0.0009501523131653653,0.000949880841075904,3.324582943499931,0.00190538434123596,0.001904292415606867,0.0018941743593059806,0.0018952536430054915,0.0,0.0,2106.4557531710166,0.0009496095240689681,2106.4557531710166,0.0009501523131653641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
