,Unnamed: 0,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4993953218249482,0.5006046781750517,0.4999749510710357,0.5000250489289642,0.4999728588373653,0.5000271411626348,0.49997048944022,0.5000295105597801,0.4999672644936471,0.500032735506353,0.4999615989190777,0.5000384010809221,0.4988307716389928,0.5011692283610071,0.0,complete,False,False,0.5,55.0,1485.0,738.0,747.0,cx,100.0,11.0,False,False,3025.0,3025.0,92.32380652427672,601951.0,109489.0,492462.0,130250193.0,93.15199637413023,2024-12-07 21:13:10.402663
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4956969696969698,0.5043030303030301,-0.0086060606060606,0.995499617994065,1.0316665429095446,164.99999999999997,81.78999999999999,83.20999999999998,False,False,False,0.0402681097291271,0.0812353356804741,0.0402681097291271,0.0798490338337457,0.0805362194582542,9.358081838459126,0.159091243430711,0.1598104515110517,0.1787465199421216,0.1732599754936454,0.0,0.0,6.6442381053059805,0.0812353356804741,6.6442381053059805,0.0798490338337457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.498585858585858,0.5014141414141419,-0.0028282828282838,0.9971891256927328,1.008295081750924,990.0,493.5999999999999,496.40000000000015,False,False,False,0.0183960443439713,0.0368964422620171,0.0183960443439713,0.0366883237319331,0.0367920886879427,13.008631357517856,0.0772989590619562,0.0775168491817013,0.0711988667329926,0.0706131250877019,0.0,0.0,18.21208390053165,0.0368964422620171,18.212083900531645,0.0366883237319331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5002020202020204,0.4997979797979795,0.0004040404040407,1.001164231469346,0.9995577467140684,5543.999999999999,2773.12,2770.879999999999,False,False,False,0.0067096308630093,0.0134138419918805,0.0067096308630093,0.0134246858415102,0.0134192617260186,33.21267277186765,0.0265181620294893,0.02648732465259,0.0272632045638433,0.0272752671403608,9.094947017729282e-13,1.6405027088256284e-16,37.19819350452379,0.0134138419918805,37.1981935045238,0.0134246858415102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5003059163059156,0.4996940836940844,0.0006118326118312,1.001291580522656,0.9988428923838676,27720.000000000004,13868.479999999998,13851.520000000017,False,False,False,0.0028823411113044,0.005761157358655,0.0028823411113044,0.0057682114024569,0.0057646822226089,9.42199240631326,0.0116456632920077,0.0116306413821325,0.011424301288904,0.0114375357486285,2.182787284255028e-11,7.874413002363014e-16,79.89849560536008,0.005761157358655,79.89849560536011,0.0057682114024569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4999447811447817,0.5000552188552182,-0.0001104377104364,0.9997970515609264,1.0002387757559774,118800.0000000188,59393.44000000958,59406.56000000937,False,False,False,0.0014953249748376,0.0029909802666878,0.0014953249748376,0.0029903197056135,0.0029906499496752,27.079970581206428,0.0059870369753819,0.0059882522818353,0.005976801099763,0.0059753743252412,2.0372681319713595e-10,1.7148721649587852e-15,177.6446070107391,0.0029909802666878,177.6446070107391,0.0029903197056135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4998795574795474,0.5001204425204526,-0.0002408850409053,0.9995235278202338,1.0004870856796175,415799.9999997251,207849.9199998588,207950.0799998672,False,False,False,0.0008054981518963,0.0016113844622047,0.0008054981518963,0.0016106083323386,0.0016109963037926,6.687822115221025,0.0032173596936994,0.0032188934068574,0.0032267572617619,0.0032251863196915,9.89530235528946e-10,2.379822596271285e-15,334.9261315582704,0.0016113844622047,334.9261315582703,0.0016106083323386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.499969985569984,0.5000300144300159,-6.002886003201113e-05,0.9998825896330452,1.0001226936017769,1108800.0000005362,554366.7200002663,554433.2800002698,False,False,False,0.0005738418874571,0.0011477526731989,0.0005738418874571,0.001147614884901,0.0011476837749143,19.11886673014156,0.0023005676114427,0.0023008377536477,0.0022902957277474,0.0022900147575886,2.3283064365386963e-10,2.0998434672957886e-16,636.2758848128121,0.0011477526731989,636.2758848128121,0.001147614884901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999685746352248,0.5000314253647751,-6.285072955011784e-05,0.9998761003687054,1.0001275177771427,1995840.0000125077,997857.2800062196,997982.7200062856,False,False,False,0.0004744891977057,0.0009490380431449,0.0004744891977057,0.0009489187551754,0.0009489783954115,15.09892410484802,0.0018905086221237,0.0018907428844699,0.0019055385081591,0.0019052955491059,1.862645149230957e-09,9.332637632371755e-16,947.0045203550332,0.0009490380431449,947.0045203550332,0.0009489187551755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.5000042328042321,0.4999957671957679,8.46560846414152e-06,1.000017892209672,0.9999840284604374,1814399.9999114084,907207.6799557034,907192.3199557072,False,False,False,0.0003464441017037,0.0006928823377368,0.0003464441017037,0.0006928940691773,0.0006928882034074,81.84741904168983,0.001386721009019,0.0013866961979598,0.0013848460628147,0.0013848681812917,2.3283064365386963e-09,1.2832376745218146e-15,628.5881781005645,0.0006928823377368,628.5881781005645,0.0006928940691773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
