,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4999939313466516,0.5000060686533483,0.0,complete,False,True,0.3,19.0,171.0,120.0,51.0,cx,1.0,10.0,True,False,361.0,361.0,100.90968799591064,93027.0,19379.0,73648.0,130250193.0,100.91969084739684,2024-11-13 23:40:01.657183
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,85.5,85.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5325077399380804,0.4674922600619196,0.0650154798761609,1.139072847682119,0.8779069767441863,969.0,515.9999999999999,453.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5053319573443412,0.4946680426556588,0.0106639146886824,1.021557719054242,0.9788972089857044,11628.0,5876.0,5752.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5028666437335167,0.4971333562664833,0.0057332874670333,1.0115326951908656,0.9885987914718964,139535.99999999997,70167.99999999997,69368.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5007715366848511,0.4992284633151489,0.0015430733697022,1.0030909162499575,0.9969186080744176,1627920.000000013,815216.0000000093,812704.0000000037,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5001181939262446,0.4998818060737554,0.0002363878524892,1.0004728874898363,0.9995273360270432,18139680.000000007,9071984.000000024,9067695.999999983,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5000200350045428,0.4999799649954571,4.007000908564732e-05,1.0000801432295112,0.9999198631929112,190466639.99999988,95237135.9999976,95229504.00000228,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.499997388232695,0.500002611767305,-5.22353460989717e-06,0.9999895529853504,1.0000104471237907,1862340480.005427,931165376.002737,931175104.0026898,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999930085585159,0.5000069914414841,-1.3982882968112675e-05,0.9999720346251002,1.0000279661569835,16761064320.021437,8380414976.010313,8380649344.011122,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
