,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5041629697339977,0.49583703026600245,2.0,sbm,False,[10],[[0.5]],0.5,10.0,26.0,13.0,13.0,pyr,1000.0,,1.7979378700256348,44815.0,9811.0,35004.0,1535995910.0,1.8274669647216797,2024-11-10 17:33:41.303316
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.6856578791800604,0.3143421208199403,0.37131575836012004,2.181247226402774,0.458453305015388,20.852668257220163,14.297796292490942,6.554871964729234,False,False,False,4657,3164,1493,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5613716113147162,0.4386283886852846,0.12274322262943166,1.2798341963166908,0.7813512116475385,68.808953014055,38.62739282637866,30.181560187676403,False,False,False,4951,2720,2231,,,,,,,,,,,,,,,,,,,,,,
5,5,0.48951222962974417,0.510487770370255,-0.020975540740510813,0.958910786980661,1.042849880903642,178.74003823934063,87.49543464264536,91.24460359669511,False,False,False,3641,1806,1835,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4456228232066783,0.5543771767933225,-0.10875435358664425,0.8038260625812361,1.2440502324455773,406.0891418229326,180.9625898527124,225.12655197022053,False,False,False,2238,985,1253,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4839705093506566,0.5160294906493431,-0.03205898129868645,0.9378737419476837,1.066241600839894,721.4998891135655,349.18466883073455,372.3152202828307,False,False,False,1045,497,548,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5131102423468417,0.4868897576531586,0.026220484693683092,1.0538530217190594,0.9488989255530021,984.1341903429242,504.96933290867065,479.1648574342538,False,False,False,371,191,180,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5154057602796408,0.48459423972035903,0.030811520559281786,1.0635821023730325,0.9402189053095477,839.6866396816619,432.77933092178375,406.907308759878,False,False,False,84,43,41,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5375061603757003,0.46249383962429935,0.07501232075140093,1.1621909619646744,0.8604437934274658,449.6627821388496,241.69651549130808,207.96626664754137,False,False,False,13,7,6,,,,,,,,,,,,,,,,,,,,,,
