,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5214373961001076,0.47856260389989214,0.0,sbm,False,[10],[[0.5]],0.5,10.0,21.0,9.0,12.0,pyr,1000.0,,0.8649463653564453,42459.0,9159.0,33300.0,130250193.0,0.878227949142456,2024-11-10 17:33:44.948731
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.38828436457962645,0.6117156354203737,-0.22343127084074718,0.6347465098105524,1.5754320575917178,10.159790379552796,3.944887751786859,6.214902627765937,False,False,False,3543,1366,2177,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4632774661551065,0.5367225338448927,-0.07344506768978613,0.863160081683824,1.1585336500377001,21.744175936505897,10.073586731495292,11.670589205010586,False,False,False,2743,1249,1494,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5296400015194017,0.4703599984805977,0.05928000303880404,1.1260311319633813,0.8880749133963732,58.988055353434156,31.242433727019417,27.7456216264147,False,False,False,2892,1502,1390,,,,,,,,,,,,,,,,,,,,,,
6,6,0.522560330927216,0.477439669072784,0.04512066185443194,1.0945054732089166,0.9136546362515288,109.03819187294782,56.97903362883288,52.05915824411493,False,False,False,1791,905,886,,,,,,,,,,,,,,,,,,,,,,
7,7,0.500437868141953,0.4995621318580467,0.0008757362839063326,1.0017530077402967,0.9982500599182116,129.21042802370513,64.66179114189227,64.54863688181284,False,False,False,705,348,357,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5109494912160274,0.4890505087839723,0.021898982432055045,1.044778569981467,0.9571406121181629,127.27683012685785,65.03203159690676,62.24479852995105,False,False,False,241,119,122,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5906517271021093,0.4093482728978905,0.18130345420421892,1.442907583121632,0.6930450790455812,104.00688664817123,61.43184722925566,42.57503941891556,False,False,False,73,42,31,,,,,,,,,,,,,,,,,,,,,,
10,10,0.49837861824139795,0.5016213817586019,-0.0032427635172039685,0.9935354360178281,1.0065066264853948,49.412579004610976,24.62617284806193,24.78640615654904,False,False,False,12,6,6,,,,,,,,,,,,,,,,,,,,,,
