,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5409199744262373,0.45908002557376254,4.0,sbm,False,[10],[[0.5]],0.5,10.0,17.0,3.0,14.0,pyr,1000.0,,1.6303131580352783,40824.0,8663.0,32161.0,347749838.0,1.6550078392028809,2024-11-10 17:33:41.336381
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.21248059903084368,0.7875194009691554,-0.5750388019383117,0.2698099866103056,3.7063120330098425,5.061202821869432,1.0754074074074134,3.985795414462014,False,False,False,2190,427,1763,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6020240700218872,0.3979759299781127,0.20404814004377445,1.5127147766323363,0.6610631531122069,9.618761904761948,5.790726190476268,3.8280357142856793,False,False,False,1826,1244,582,,,,,,,,,,,,,,,,,,,,,,
5,5,0.6267181622093265,0.3732818377906736,0.253436324418653,1.67894094692272,0.5956135633197045,19.013466604117927,11.916084847361192,7.097381756756737,False,False,False,2082,1491,591,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5713692324248905,0.42863076757510954,0.1427384648497809,1.3330103101494426,0.7501817445717212,26.021522875929044,14.867897552146305,11.153625323782737,False,False,False,1076,633,443,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4714797630120963,0.5285202369879036,-0.057040473975807346,0.8920751373667593,1.1209818075995426,26.656763529989707,12.568124551789039,14.088638978200667,False,False,False,589,306,283,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5358267549586102,0.46417324504138974,0.0716535099172205,1.1543680310803592,0.866274856090836,18.035106527394248,9.66369260590651,8.371413921487738,False,False,False,211,98,113,,,,,,,,,,,,,,,,,,,,,,
9,9,0.6538461538461539,0.3461538461538461,0.30769230769230776,1.8888888888888893,0.5294117647058822,5.258333885063554,3.438141386387709,1.8201924986758455,False,False,False,26,17,9,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
