,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5016232938916823,0.4983767061083177,3.0,sbm,False,[10],[[0.5]],0.5,10.0,20.0,10.0,10.0,pyr,1000.0,,1.667564868927002,42229.0,9035.0,33194.0,1779285243.0,1.6924002170562744,2024-11-10 17:33:41.324136
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.35361425461021906,0.6463857453897812,-0.2927714907795622,0.5470638192941335,1.827940296417851,10.885945194339948,3.849425395624217,7.036519798715735,False,False,False,4201,1556,2645,,,,,,,,,,,,,,,,,,,,,,
4,4,0.42773046792551084,0.572269532074489,-0.14453906414897819,0.7474283426814265,1.3379208987612958,19.488608278007504,8.335871537969133,11.152736740038367,False,False,False,2733,1138,1595,,,,,,,,,,,,,,,,,,,,,,
5,5,0.492717770287805,0.5072822297121948,-0.014564459424389765,0.9712892378811439,1.0295594360558225,36.10739980521265,17.790757522914703,18.31664228229794,False,False,False,1961,971,990,,,,,,,,,,,,,,,,,,,,,,
6,6,0.583827501609407,0.41617249839059295,0.16765500321881405,1.4028497891311016,0.7128346938836416,61.74548085999488,36.048709826162266,25.696771033832604,False,False,False,1252,703,549,,,,,,,,,,,,,,,,,,,,,,
7,7,0.3984985280429055,0.6015014719570942,-0.20300294391418874,0.66250632229763,1.5094195577363134,80.96634649656599,32.2649698998934,48.70137659667256,False,False,False,625,265,360,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5567972096281063,0.44320279037189364,0.1135944192562127,1.2563034839218747,0.7959860119771717,66.14515728828977,36.82943900853194,29.31571827975782,False,False,False,190,95,95,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5742176166552253,0.4257823833447748,0.14843523331045044,1.3486176016593336,0.7415000358660632,30.186602190523605,17.333678764761867,12.852923425761741,False,False,False,35,20,15,,,,,,,,,,,,,,,,,,,,,,
10,10,0.6666666666666663,0.3333333333333338,0.33333333333333254,1.9999999999999962,0.500000000000001,4.882812499999997,3.25520833333333,1.627604166666668,False,False,False,3,2,1,,,,,,,,,,,,,,,,,,,,,,
