,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5369441284195721,0.46305587158042805,9.0,sbm,False,[10],[[0.5]],0.5,10.0,18.0,10.0,8.0,pyr,1000.0,,1.6462819576263428,41335.0,8787.0,32548.0,1846011679.0,1.6686749458312988,2024-11-10 17:33:41.303326
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5127456804329517,0.48725431956704823,0.025491360865903416,1.0523163363406483,0.9502845916822175,11.2642933715857,5.775717769410097,5.488575602175602,False,False,False,4009,2170,1839,,,,,,,,,,,,,,,,,,,,,,
4,4,0.35763939191665567,0.6423606080833436,-0.2847212161666879,0.5567579758412793,1.7961125720542535,23.136787710248665,8.274626687598085,14.862161022650563,False,False,False,2759,972,1787,,,,,,,,,,,,,,,,,,,,,,
5,5,0.48610985744140767,0.513890142558593,-0.027780285117185267,0.9459411986794088,1.057148162482045,38.96819507372203,18.94282375203598,20.025371321686073,False,False,False,1536,713,823,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6373534211802636,0.36264657881973633,0.2747068423605272,1.7575056774410602,0.5689882046105288,46.12638474490286,29.398809123840955,16.7275756210619,False,False,False,578,346,232,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5977927294291149,0.4022072705708851,0.19558545885822975,1.4862802668400787,0.6728206128485176,29.09707256794672,17.394018428789895,11.703054139156826,False,False,False,118,71,47,,,,,,,,,,,,,,,,,,,,,,
8,8,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
9,9,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
