,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5384312370448536,0.46156876295514604,5.0,sbm,False,[10],[[0.5]],0.5,10.0,23.0,13.0,10.0,pyr,1000.0,,1.7068448066711426,43149.0,9407.0,33742.0,2843683941.0,1.7332940101623535,2024-11-10 17:33:41.303315
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.7022296617739415,0.297770338226058,0.4044593235478835,2.3582928573659023,0.4240355462539758,14.71033016014403,10.330030172940953,4.3802999872030695,False,False,False,4583,3269,1314,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5900042915679076,0.409995708432093,0.18000858313581453,1.4390499203618592,0.6949029257779625,30.688648995863783,18.106434609980788,12.582214385883011,False,False,False,3174,1906,1268,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5523486767558273,0.4476513232441727,0.10469735351165459,1.2338814788994763,0.8104506122353989,86.29241456023867,47.66350099641311,38.628913563825556,False,False,False,2823,1589,1234,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49961447102061285,0.5003855289793868,-0.0007710579587739178,0.9984590722270754,1.0015433058958416,197.70056868451468,98.77406504378814,98.92650364072647,False,False,False,1979,981,998,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5289566897698909,0.4710433102301091,0.05791337953978179,1.1229470375271662,0.8905139481930449,348.49695218306107,184.33979422164794,164.15715796141313,False,False,False,1025,532,493,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5507444483951242,0.44925555160487546,0.10148889679024867,1.2259046024644547,0.815724158298847,393.9519669982456,216.96685875862292,176.98510823962252,False,False,False,337,183,154,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5080780864128669,0.49192191358713266,0.016156172825734186,1.0328429622252893,0.9682013980571372,291.9582331145858,148.33758039334046,143.62065272124522,False,False,False,73,36,37,,,,,,,,,,,,,,,,,,,,,,
10,10,0.6636002545171789,0.33639974548282103,0.32720050903435777,1.9726538543147232,0.5069313087102088,78.24444425495753,51.92303312214503,26.321411132812493,False,False,False,6,4,2,,,,,,,,,,,,,,,,,,,,,,
