,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.4838182323121789,0.5161817676878209,8.0,sbm,False,[10],[[0.5]],0.5,10.0,22.0,9.0,13.0,pyr,1000.0,,0.879612922668457,42995.0,9283.0,33712.0,2640136520.0,0.8941447734832764,2024-11-10 17:33:44.961588
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.407342795423871,0.5926572045761292,-0.18531440915225827,0.6873160273402972,1.4549347901425986,9.720365792308934,3.9595209743816917,5.760844817927245,False,False,False,2971,1149,1822,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4253547545227986,0.5746452454772009,-0.14929049095440228,0.7402040787261236,1.3509787756384428,36.51201201344791,15.530557907113607,20.98145410633428,False,False,False,4153,1768,2385,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5267416015620118,0.47325839843798834,0.05348320312402346,1.1130105737173335,0.8984640610017832,84.55244848642464,44.53729213172881,40.01515635469583,False,False,False,3062,1585,1477,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4748556161032596,0.5251443838967406,-0.050288767793481015,0.9042382069854349,1.1059032810987024,154.03530053067894,73.1445275351463,80.89077299553267,False,False,False,1717,813,904,,,,,,,,,,,,,,,,,,,,,,
7,7,0.516083096026309,0.4839169039736907,0.03216619205261825,1.06647048654115,0.9376724556562913,233.3534559237732,120.4297740015797,112.92368192219342,False,False,False,795,417,378,,,,,,,,,,,,,,,,,,,,,,
8,8,0.45179771454674156,0.5482022854532584,-0.09640457090651686,0.8241441645453763,1.2133799437282082,232.64611008283998,105.10898083361676,127.53712924922323,False,False,False,258,116,142,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4183271391876095,0.5816728608123902,-0.16334572162478078,0.7191794002617814,1.3904736420926405,109.07023568036865,45.62703966268695,63.44319601768168,False,False,False,41,18,23,,,,,,,,,,,,,,,,,,,,,,
10,10,1.0,0.0,1.0,,0.0,14.90314581021085,14.90314581021085,0.0,False,False,True,3,3,0,,,,,,,,,,,,,,,,,,,,,,
