,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000031537595904,0.49999684624040946,0.0,complete,False,True,0.5,19.0,171.0,85.0,86.0,cx,1.0,10.0,True,False,361.0,361.0,101.28277277946472,93027.0,19379.0,73648.0,130250193.0,101.29377388954163,2024-11-14 03:22:10.395965
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,85.5,85.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.48813209494324045,0.5118679050567595,-0.023735810113519086,0.9536290322580645,1.0486257928118394,968.9999999999999,472.99999999999994,495.99999999999994,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4877880976952184,0.5122119023047815,-0.02442380460956312,0.9523169912693082,1.0500705218617772,11628.0,5672.0,5956.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5015193211787639,0.4984806788212361,0.0030386423575277147,1.0060958076945195,0.9939411260360103,139535.99999999997,69979.99999999999,69555.99999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5006290235392432,0.49937097646075673,0.0012580470784864523,1.0025192635090705,0.9974870672307558,1627920.000000013,814984.0000000114,812936.0000000016,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4998231501327488,0.5001768498672512,-0.00035369973450234297,0.9992928506495327,1.0007076497645386,18139680.000000007,9066632.000000024,9073047.999999983,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49995736786241923,0.5000426321375808,-8.526427516151466e-05,0.9998294859884305,1.0001705430915562,190466639.99999988,95225199.99999891,95241440.00000097,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000242447610861,0.4999757552389139,4.848952217216759e-05,1.00009698374704,0.9999030256578951,1862340480.005427,931215392.0027121,931125088.0027148,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5000014586185783,0.49999854138142175,2.917237156542606e-06,1.0000058344913336,0.9999941655427075,16761064320.021435,8380556608.010526,8380507712.010909,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
