,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.47123240595174887,0.5287675940482511,9.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,148.0,74.0,74.0,cx,20.0,10.0,False,False,900.0,900.0,11.884361982345581,120713.0,36720.0,83993.0,1846011679.0,12.06546401977539,2024-11-10 23:12:30.494627
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5138961038961043,0.48610389610389565,0.027792207792208718,1.0345238095238114,40941814794278.234,4.799999999999999,2.3500000000000014,2.4499999999999984,False,False,False,0.22707583078677065,0.22707583078677063,0.4541516615735413,0.6352916822546558,178461233253412.6,3.0919249667480586,1.6815171720800224,1.8296174463531971,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.478513512453727,0.5214864875462728,-0.04297297509254601,-44443417375365.95,-23086562165332.637,8.099999999999989,3.9999999999999813,4.100000000000007,False,False,False,0.310290268208374,0.310290268208374,0.620580536416748,262513120787920.66,47334911626311.97,6.869497798238248,3.5916569992135945,3.6864617182333603,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5078411543662431,0.49215884563375695,0.015682308732486144,-2133761920224.765,-2836565748889.8184,13.449999999999921,6.999999999999867,6.450000000000053,False,False,False,0.2644467806935408,0.2644467806935408,0.5288935613870814,6753806620406.1455,7986899423986.537,12.796386208613802,6.971370023173349,6.152032184571258,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5675296753312261,0.432470324668774,0.13505935066245206,-908785742795.5154,147489753639.9916,17.249999999998746,8.449999999999415,8.799999999999333,False,False,False,0.25404334792756195,0.25404334792756195,0.5080866958551239,6748657553186.022,642892931320.5977,18.530717741090246,9.372699717797175,9.657121724405389,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.3711776668748193,0.6288223331251808,-0.2576446662503614,0.9305789908784565,-2446927193713.458,19.450000000005268,9.250000000002402,10.200000000002857,False,False,False,0.2328873320747865,0.23288733207478657,0.465774664149573,1.141756146617216,10612814303559.045,23.018416539814318,11.519006033513218,11.690166808052279,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.7153815206680642,0.28461847933193585,0.43076304133612836,2044029276.5931594,-21624197954.19892,15.699999999966684,7.999999999987151,7.6999999999795365,False,False,False,0.3381778505254072,0.3381778505254073,0.6763557010508146,970086294431.0603,94257693619.82065,21.201650879073892,10.639548862602902,10.714942836963123,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.20250437495008308,0.7974956250499169,-0.5949912500998333,-0.6448542863441505,2082531642.602551,8.450000000039404,4.10000000003371,4.350000000005693,False,False,False,2.0166536953243255,2.0166536953243255,4.033307390648651,4.064544742488787,9077544973.31637,13.713041238224388,7.22426466846974,6.732570088789302,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.8261868325267295,0.17381316747327039,0.6523736650534594,759295229.3636005,0.9671732463310707,2.050000000116399,0.9000000000699184,1.150000000046481,False,False,False,0.6538112109879826,0.6538112109879826,1.3076224219759651,8541811802.389079,1.2648870191652382,4.409931972515185,1.8947295322867768,2.669737814960906,,,,,,,,,,,,,,,,,,,,,,,,,,
