,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5096039617836332,0.49039603821636685,7.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,151.0,71.0,80.0,cx,20.0,10.0,False,False,900.0,900.0,13.941809892654419,125086.0,36800.0,88286.0,1281646427.0,14.077520847320557,2024-11-10 23:12:34.020981
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5198989898989901,0.4801010101010098,0.03979797979798042,1.2883333333333349,1.062321428571427,7.349999999999999,3.900000000000001,3.4499999999999966,False,False,False,0.13077440431695964,0.13077440431695964,0.26154880863391927,0.8233080293007666,0.5777329897579393,2.4954959426935543,1.841195263952196,1.2835497652993426,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4566599453178387,0.5433400546821613,-0.08668010936432241,1.154123376623369,1.444515484515493,12.099999999999985,5.399999999999982,6.700000000000007,False,False,False,0.15601344506417,0.15601344506417,0.31202689012833995,1.2555964945242222,0.7992332849326493,6.941901756723441,3.5832945734337835,3.861346915261564,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5144732824506633,0.4855267175493368,0.028946564901326566,1.1974759587344819,1.0463664374019157,20.699999999999992,9.89999999999997,10.800000000000027,False,False,False,0.11270388910045301,0.11270388910045301,0.22540777820090596,0.6206902538930354,0.4981392583583067,15.61761825631575,6.759437846448592,9.03659227806599,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.48612719947209715,0.5138728005279027,-0.027745601055805574,1.018614936604037,1.1687400699464365,29.39999999999702,14.799999999998281,14.599999999998735,False,False,False,0.09900188920898513,0.09900188920898512,0.19800377841797026,0.3914643022815363,0.5740357353350398,25.890925051064773,12.971507237016034,13.08969059985644,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49542364107854897,0.5045763589214509,-0.009152717842901899,90198270126.52353,14025536056.432423,34.75000000001406,17.550000000009142,17.200000000004923,False,False,False,0.18831841990993062,0.1883184199099306,0.3766368398198612,393165144359.1722,61135894294.321785,35.05691800487736,18.337052653034586,17.072199623955022,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.37879249690213473,0.6212075030978653,-0.24241500619573034,1.034543033099379,0.9073389562564558,30.49999999994563,15.249999999964771,15.249999999980853,False,False,False,0.5782318687581837,0.5782318687581837,1.1564637375163673,0.6021313527524219,0.6749085070072096,38.235454750784854,19.141251265257676,19.177786629324707,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5268774404894395,0.4731225595105605,0.05375488097887911,-3802514070.6017923,1.6871109403369324,17.95000000006066,8.700000000041538,9.250000000019124,False,False,False,0.3826526144330103,0.3826526144330103,0.7653052288660206,11572795816.13757,6.909316997574709,29.736299366208346,13.81339929195591,16.11171933716197,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5689126887268003,0.4310873112731996,0.13782537745360077,-436476516.2372548,1640428512.624565,5.250000000052852,2.400000000023856,2.8500000000289973,False,False,False,0.3015494100146811,0.3015494100146811,0.6030988200293622,1902557031.9263058,7150462106.456262,10.99943180364534,5.304714884008343,5.746955715936821,,,,,,,,,,,,,,,,,,,,,,,,,,
