,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5222158721944247,0.47778412780557533,0.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,158.0,81.0,77.0,cx,20.0,10.0,False,False,900.0,900.0,14.602246761322021,124284.0,36658.0,87626.0,130250193.0,14.747653007507324,2024-11-10 23:11:58.566960
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4459933085919934,0.5540066914080066,-0.10801338281601332,0.9178153717627416,62726191993111.5,7.949999999999998,3.650000000000001,4.299999999999997,False,False,False,0.23308327700795023,0.2330832770079502,0.46616655401590046,0.638766442376882,222180647216368.88,5.113462623311133,2.920188350089766,2.8301943396169795,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5343277510673009,0.4656722489326991,0.06865550213460189,37529996894755.03,1.1788813379602936,16.699999999999996,8.249999999999988,8.450000000000006,False,False,False,0.22926058028066723,0.22926058028066723,0.45852116056133446,109587049763401.9,0.7799838242929688,13.827870407260829,7.244825739795262,7.242064622743982,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4814659838796766,0.5185340161203233,-0.037068032240646726,-18764998447374.29,-1121414249842.0923,34.149999999999935,15.499999999999881,18.650000000000052,False,False,False,0.19374708506690727,0.1937470850669073,0.38749417013381454,81794731907806.47,4888131388913.439,33.511602468399104,16.78838884467483,17.678447330011878,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6407206200756996,0.35927937992430026,0.2814412401513994,-34494482439.03849,0.7405612991104994,59.799999999996885,32.399999999997604,27.399999999999288,False,False,False,0.2501135681184762,0.25011356811847624,0.5002271362369524,3601164493002.3076,0.5151558353695924,71.75834446250559,36.25244819318807,36.2510689497566,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.47535755820634007,0.5246424417936599,-0.0492848835873199,-13690417154.255703,-96874752977.45857,88.0500000000159,43.45000000000375,44.60000000001215,False,False,False,0.19112419246194068,0.19112419246194065,0.38224838492388136,59675144874.29196,422267258415.62427,125.06057532252882,65.22919208452903,60.319482756408625,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.7035562298713224,0.29644377012867745,0.4071124597426451,93575457683.82622,-10823879126.668716,99.94999999994776,51.1499999999582,48.79999999998956,False,False,False,0.821783560035673,0.821783560035673,1.6435671200713458,407885963635.1108,47180195293.826065,164.87828086200528,83.68767830451041,81.3600639134809,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.506061188838531,0.4939388111614689,0.012122377677061962,189389846.26375458,0.838452518622127,77.90000000006611,37.79999999999925,40.10000000006687,False,False,False,0.5474803539171552,0.5474803539171552,1.0949607078343104,825531199.0817299,0.9118281929368092,149.97763166537587,72.88045005341326,77.21521870712886,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5197819895382769,0.480218010461723,0.039563979076554,-12090849512.88211,0.6920689348459941,31.949999999846835,15.699999999924865,16.24999999992197,False,False,False,0.27483724747181976,0.27483724747181976,0.5496744949436395,52702791176.36372,1.0786511199229174,69.46112221968642,33.56799070551759,35.93727173844452,,,,,,,,,,,,,,,,,,,,,,,,,,
