,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4964138456838409,0.503586154316159,2.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,72.0,84.0,cx,20.0,10.0,False,False,900.0,900.0,15.266865015029907,124905.0,36776.0,88129.0,1535995910.0,15.407940864562988,2024-11-10 23:12:02.155963
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5783639971139973,0.4216360028860026,0.15672799422799466,1.5425925925925936,60047995031607.35,7.449999999999998,4.2,3.2499999999999973,False,False,False,0.2308597049280821,0.23085970492808208,0.4617194098561642,1.1539414771922516,261743142105005.28,3.82720524665192,2.675817632051929,2.0217566619155716,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.43467878863196024,0.5653212113680397,-0.13064242273607957,0.8650873979821296,-4094181479426.294,15.699999999999983,7.199999999999974,8.500000000000005,False,False,False,0.20870406796378707,0.20870406796378707,0.41740813592757414,0.7276166734498677,17846123325341.668,9.767804256842986,5.268775948927789,5.389805191284749,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.45983311884665234,0.5401668811533477,-0.08033376230669528,2.748003446061857,-2440975407787.72,26.849999999999994,12.449999999999973,14.400000000000023,False,False,False,0.17702363250662645,0.17702363250662645,0.3540472650132529,8.29022593181742,10639965126220.004,21.57840355540714,10.698013834352695,11.45163743750219,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5470693735807022,0.4529306264192979,0.09413874716140433,-1279431712319.975,0.8894635339964347,40.99999999999706,20.69999999999776,20.299999999999294,False,False,False,0.11888832687789856,0.11888832687789856,0.2377766537557971,5576913539168.912,0.29969958148379106,37.928880816598344,18.336030104684827,19.965219758368775,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5521480973227681,0.44785190267723207,0.104296194645536,39093746766.83565,38551614684.68765,47.300000000015636,24.350000000008702,22.95000000000694,False,False,False,0.19676712071437288,0.19676712071437288,0.3935342414287457,170405691474.05817,168042592517.284,56.352550962688596,28.782416507313354,27.79833628116499,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5405986555596958,0.45940134444030417,0.08119731111939164,-4188615723.7397757,0.93507640334487,46.04999999994971,23.8499999999604,22.19999999998931,False,False,False,0.13364035064161217,0.13364035064161217,0.26728070128322434,18257752658.116318,0.36243241145344335,68.60501074989303,35.42777864892594,33.44338499612494,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.44727948049797445,0.5527205195020256,-0.105441039004051,-661256332.4412673,-617286183.1607802,29.349999999931573,14.799999999968048,14.549999999963514,False,False,False,0.5125834647990362,0.5125834647990362,1.0251669295980723,8423748008.936965,2690688095.1606026,63.15558170092353,30.981607446917362,32.31636582284736,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.49625842560574523,0.5037415743942548,-0.00748314878850978,-12928045.208073119,2.5108361336343687,11.45000000031998,5.500000000165204,5.950000000154779,False,False,False,0.3766737146259938,0.37667371462599375,0.7533474292519875,3203637688.63031,7.888816667144484,36.01871041575215,16.901183390628383,19.153263429589536,,,,,,,,,,,,,,,,,,,,,,,,,,
