,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4910643747405713,0.5089356252594288,4.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,86.0,70.0,cx,20.0,10.0,False,False,900.0,900.0,17.59795594215393,125761.0,36765.0,88996.0,347749838.0,17.741697072982788,2024-11-10 23:12:13.548214
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4851388888888891,0.5148611111111109,-0.02972222222222153,1.1455952380952394,1.366666666666664,7.9,3.8500000000000005,4.049999999999997,False,False,False,0.15550966458443505,0.15550966458443505,0.31101932916887015,0.7124318302910057,1.0325938214031656,4.0975602497095736,2.351063589101748,2.178875856950091,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.48513943368722645,0.5148605663127735,-0.029721132625547052,1.0602731092436908,1.165175865800872,16.599999999999977,7.549999999999973,9.050000000000008,False,False,False,0.11085344019743669,0.1108534401974367,0.22170688039487338,0.5634702724799951,0.46862817297546655,9.598958276813168,3.968311983702891,6.070214164261428,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.496634617456157,0.5033653825438431,-0.006730765087685837,1.0641108239792314,1.0865505899329653,29.750000000000068,14.54999999999995,15.200000000000117,False,False,False,0.09315745908756255,0.09315745908756255,0.1863149181751251,0.4311193118691677,0.3954333458226442,21.52875983423124,10.017359931638751,11.855800268223275,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5125143735649399,0.4874856264350602,0.025028747129879642,1.132615859650684,1.0154657173786403,41.99999999999683,20.94999999999793,21.049999999998896,False,False,False,0.08928575411678814,0.08928575411678813,0.17857150823357623,0.4591978764061978,0.3894342537606074,39.34717270655962,19.265188812984356,20.407045352034146,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4146984383619867,0.5853015616380133,-0.17060312327602667,0.8281568948324441,-58538989955.454834,49.50000000001226,24.500000000005528,25.00000000000672,False,False,False,0.16435934878696304,0.16435934878696304,0.3287186975739261,0.4438569292517737,255165541480.3219,55.022268219340084,29.165904751955274,26.02114524767013,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4920118455168218,0.5079881544831781,-0.015976308966356247,-1686684577.7528853,-11016633138.662241,42.04999999997816,22.04999999998122,19.99999999999693,False,False,False,0.27264671105948207,0.272646711059482,0.545293422118964,7352087629.298188,48020390552.200226,54.84293482302402,29.1212551240497,26.080644163845918,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4663402695304832,0.5336597304695169,-0.06731946093903371,1976650118.1786828,2795137222.090953,24.399999999834506,12.599999999928066,11.799999999906436,False,False,False,0.5512022333613134,0.5512022333613134,1.1024044667226267,8616018108.730185,12183720679.175785,36.79456481567595,20.35042997072697,17.139428228324782,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5767056737191607,0.42329432628083935,0.15341134743832116,0.5353370904070918,0.9037829349484543,6.600000000611327,3.350000000291223,3.250000000320104,False,False,False,0.5461079735234822,0.5461079735234822,1.0922159470469643,0.9418165217189028,1.612853794812359,12.253162857756296,6.806430783060372,5.638040440149935,,,,,,,,,,,,,,,,,,,,,,,,,,
