,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4786557127884702,0.5213442872115297,5.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,147.0,80.0,67.0,cx,20.0,10.0,False,False,900.0,900.0,11.892701387405396,124093.0,36741.0,87352.0,2843683941.0,12.064647912979126,2024-11-10 23:11:58.557612
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.548142135642136,0.451857864357864,0.09628427128427225,1.0571428571428587,12338629116084.434,5.85,2.950000000000001,2.8999999999999977,False,False,False,0.24048702640766365,0.24048702640766365,0.48097405281532735,0.6584467233585932,53782837418836.55,3.5252659474144616,1.7168284713389388,2.0712315177207965,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5045013794684833,0.4954986205315167,0.009002758936966376,14814472458456.408,1.2130192906508797,9.899999999999993,4.699999999999986,5.200000000000005,False,False,False,0.24026540116332895,0.24026540116332898,0.4805308023266579,62852483610450.734,0.9094718724310977,8.148005891014071,4.208325082500157,4.365775990588619,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.51318419640787,0.48681580359213,0.02636839281573992,-426477237439.0419,-918074494958.6104,16.699999999999854,8.549999999999855,8.149999999999997,False,False,False,0.22699534552879333,0.22699534552879333,0.45399069105758666,1858971179722.8599,2770990281402.4917,15.189140857863014,7.539728111808835,8.063963045550324,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.47250212357197496,0.527497876428025,-0.054995752856050226,1.047586198995017,152148636060.8649,22.949999999999047,11.549999999999248,11.399999999999807,False,False,False,0.14913447753382816,0.14913447753382816,0.2982689550676563,0.6084401851256879,663200528982.0516,22.874603821704643,11.663940157595668,11.39912277326629,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5248325669958596,0.4751674330041403,0.04966513399171908,0.2388515281860549,25773146546.66337,24.899999999999185,12.599999999998072,12.300000000001116,False,False,False,0.2742739816005633,0.2742739816005634,0.5485479632011266,2.088326905591462,112342541249.38058,27.69819488703127,14.759403781993642,13.103816238029799,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5567544559678248,0.4432455440321753,0.11350891193564934,10995116279.121239,-21146023354.446186,20.250000000025217,9.850000000003167,10.400000000022052,False,False,False,0.38935838695081726,0.3893583869508172,0.7787167739016344,47926600727.7213,149756684109.5184,26.18945398441413,12.665997789361857,13.676256797850183,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.6113930442707755,0.38860695572922455,0.22278608854155085,7597678027.996012,14268152413.487158,10.29999999990898,5.499999999950711,4.79999999995827,False,False,False,0.516684185392783,0.516684185392783,1.033368370785566,33117510726.946194,62193434474.97787,13.638548309786426,6.989277501962818,6.8088178122026015,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4584238452264163,0.5415761547735838,-0.08315230954716732,10.157972315412959,323118488.56969815,2.3000000002742533,1.2500000001423008,1.0500000001319525,False,False,False,0.6420110804517006,0.6420110804517006,1.284022160903401,40.025474760356495,1408440833.2141876,4.0877866869073385,2.233271143362905,2.0365411852070268,,,,,,,,,,,,,,,,,,,,,,,,,,
