,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49009346554478456,0.5099065344552154,1.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,154.0,75.0,79.0,cx,20.0,10.0,False,False,900.0,900.0,15.776047706604004,125771.0,36808.0,88963.0,4259459283.0,15.912290096282959,2024-11-10 23:12:21.224529
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4946464646464651,0.505353535353535,-0.010707070707069702,1.5590476190476208,125276186817701.33,7.749999999999998,4.1,3.6499999999999972,False,False,False,0.23929019776210178,0.23929019776210178,0.4785803955242036,1.5351428615741847,490973307328191.75,3.4040417153730633,2.527844931952906,2.1511624764298936,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.505849626594593,0.4941503734054071,0.011699253189186087,1.5618497558512943,-1631738995423.0964,14.999999999999982,7.949999999999976,7.050000000000006,False,False,False,0.19277972897192971,0.1927797289719297,0.38555945794385943,1.8477498867528726,7112585383288.449,8.372574275573784,4.758938957372742,4.81118488524397,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.48521174551065327,0.5147882544893467,-0.02957650897869347,1.0220248297454,1.1738999766573681,26.550000000000022,13.349999999999952,13.200000000000065,False,False,False,0.10195498070950627,0.10195498070950627,0.2039099614190126,0.41556192275407194,0.5598612128608539,18.704210755870168,9.737941260862257,9.558242516278877,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.37775654627457855,0.6222434537254214,-0.2444869074508428,-48613985614.00105,0.8771479247008953,39.699999999997125,20.499999999998185,19.19999999999894,False,False,False,0.6864871622132172,0.6864871622132172,1.3729743244264343,211903450538.50372,0.7027771023018231,34.40944637740963,17.90670265570793,17.1277552528046,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5170976553762527,0.4829023446237473,0.03419531075250541,-25635243779.537437,37078870636.68257,46.6000000000122,23.95000000000517,22.650000000007026,False,False,False,0.17583349031776022,0.1758334903177602,0.3516669806355204,111741437032.75012,161623050041.87814,48.2176316299484,24.926842960960773,23.631070648625276,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4656950613881882,0.5343049386118118,-0.06860987722362363,1.2430652128726134,26916086705.555573,42.0999999999468,20.44999999996503,21.64999999998178,False,False,False,0.17699622952849187,0.17699622952849187,0.35399245905698373,1.4287090757796845,117324501899.77612,53.76699731241407,26.00283638371331,28.10209066952869,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.30152664535588025,0.6984733546441197,-0.3969467092882396,1.439748261024514,0.8961868479421803,24.150000000014565,12.250000000001574,11.900000000012986,False,False,False,1.080246744487206,1.080246744487206,2.160493488974412,1.2884721088656943,0.9089970932719886,40.61068209254965,19.320649575132933,21.53346233205359,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5255607196499495,0.47443928035005045,0.051121439299898944,1.1631574071059858,-17876584686.270466,6.2500000001502904,3.2500000001110245,3.0000000000392655,False,False,False,0.2994999649800177,0.29949996498001774,0.5989999299600354,1.7694497484147413,68844212450.26622,14.815110528205437,7.435556468167543,7.476630256372128,,,,,,,,,,,,,,,,,,,,,,,,,,
