,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5799559884541697,0.4200440115458298,5.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,67.0,28.0,39.0,pyr,1000.0,,1.7925639152526855,68276.0,14949.0,53327.0,2843683941.0,1.8402669429779053,2024-11-10 17:30:19.071486
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.39434498934148515,0.6056550106585151,-0.21131002131702994,0.6511049729659178,1.5358506562233631,54.82338842896096,21.61932852568271,33.204059903278264,False,False,False,8592,3313,5279,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4750243401010182,0.5249756598989815,-0.0499513197979634,0.9048502176128027,1.1051552848583313,215.60483814440187,102.41754596213133,113.18729218227048,False,False,False,8132,3752,4380,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5075596785269834,0.49244032147301664,0.015119357053966711,1.030702922556668,0.9702116663446446,911.284340641327,462.53118698258595,448.7531536587411,False,False,False,7641,3920,3721,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49514820208795784,0.5048517979120416,-0.009703595824083729,0.9807793180806412,1.0195973564746177,3939.7971111011407,1950.7834561530601,1989.0136549480783,False,False,False,6642,3280,3362,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49981757343589805,0.500182426564103,-0.0003648531282049846,0.9992705598820989,1.0007299725891927,16816.042165061783,8404.953389736926,8411.088775324875,False,False,False,5578,2778,2800,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49891747568788813,0.5010825243121132,-0.002165048624225055,0.9956792573694379,1.004339492460632,68091.70887562289,33972.14350750034,34119.56536812264,False,False,False,4327,2158,2169,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4957423909528828,0.5042576090471167,-0.00851521809423384,0.9831133572573653,1.0171766995311142,255942.2205461009,126881.40835931411,129060.81218678666,False,False,False,3121,1551,1570,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5073207025696119,0.492679297430389,0.014641405139222912,1.0297179224205004,0.9711397444159814,895800.6713893136,454458.2259715567,441342.44541775784,False,False,False,1993,1009,984,,,,,,,,,,,,,,,,,,,,,,
11,11,0.5170698740241493,0.4829301259758515,0.03413974804829783,1.0706929350893404,0.9339745946082649,2551344.414847282,1319223.3351773012,1232121.0796699831,False,False,False,1109,563,546,,,,,,,,,,,,,,,,,,,,,,
12,12,0.5122845061295365,0.487715493870463,0.02456901225907346,1.050375705852804,0.9520402979885147,6170657.8634769395,3161132.4160856246,3009525.4473913116,False,False,False,520,271,249,,,,,,,,,,,,,,,,,,,,,,
13,13,0.4676136075853028,0.5323863924146973,-0.06477278482939451,0.8783350105257004,1.138517750079757,14591694.467997009,6823274.890962587,7768419.577034423,False,False,False,222,103,119,,,,,,,,,,,,,,,,,,,,,,
14,14,0.5805187007573559,0.41948129924264244,0.16103740151471346,1.3838964974254164,0.7225973921173927,24951428.325439297,14484770.753524309,10466657.571914947,False,False,False,79,43,36,,,,,,,,,,,,,,,,,,,,,,
15,15,0.41721076705283533,0.5827892329471634,-0.16557846589432815,0.715886196014641,1.3968700689677056,54929424.35054807,22917147.267062854,32012277.083485156,False,False,False,35,15,20,,,,,,,,,,,,,,,,,,,,,,
16,16,0.16690739577022973,0.8330926042297697,-0.6661852084595399,0.20034675007653308,4.991346251526401,61708416.14489046,10299591.035849266,51408825.109041154,False,False,False,7,2,5,,,,,,,,,,,,,,,,,,,,,,
17,17,1.0,0.0,1.0,,0.0,87431889.99222687,87431889.99222687,0.0,False,False,True,2,2,0,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
