,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5982432192515867,0.40175678074841303,4.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,63.0,28.0,35.0,pyr,1000.0,,2.2511770725250244,66896.0,14504.0,52392.0,347749838.0,2.3199360370635986,2024-11-10 17:30:14.145067
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5708155683358703,0.42918443166412923,0.1416311366717411,1.330000638938783,0.7518793380414517,38.345187874847035,21.888030209726534,16.457157665120484,False,False,False,6087,3651,2436,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5386673277244017,0.4613326722755978,0.07733465544880391,1.1676331638670598,0.8564333653286456,205.89286591626794,110.9077598806346,94.98510603563324,False,False,False,8527,4681,3846,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4811125070676219,0.5188874929323797,-0.037774985864757846,0.9272000455218515,1.0785159090853742,886.1981883218997,426.36103214233367,459.83715617956744,False,False,False,8043,3887,4156,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5004745173858098,0.4995254826141903,0.0009490347716195886,1.0018998725883872,0.9981037300828486,3579.2536478668285,1791.3252420175504,1787.9284058492785,False,False,False,6732,3398,3334,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5002527168458502,0.49974728315414974,0.0005054336917003787,1.0010113785682042,0.9989896432849237,13972.483226367793,6989.772695073558,6982.710531294233,False,False,False,5441,2667,2774,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5043182815964206,0.4956817184035793,0.008636563192841363,1.017423606463956,0.9828747766876459,52113.37458711506,26281.727519964443,25831.64706715061,False,False,False,3963,1979,1984,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5040118720414326,0.49598812795856667,0.008023744082865963,1.0161772906055047,0.9840802478513713,164677.2494121672,82999.2887588603,81677.96065330679,False,False,False,2560,1291,1269,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4980764662125983,0.5019235337874014,-0.003847067574803086,0.9923353512719876,1.0077238493198772,458109.9041187962,228173.76218048227,229936.14193831384,False,False,False,1440,703,737,,,,,,,,,,,,,,,,,,,,,,
11,11,0.5327544708421486,0.46724552915785,0.06550894168429858,1.1402023938086043,0.8770372746365775,1157915.5455042317,616884.6837250048,541030.8617792253,False,False,False,703,373,330,,,,,,,,,,,,,,,,,,,,,,
12,12,0.44660714851520134,0.5533928514847997,-0.10678570296959833,0.8070345457425349,1.239104329889524,2882495.65779972,1287343.1663373825,1595152.4914623403,False,False,False,338,159,179,,,,,,,,,,,,,,,,,,,,,,
13,13,0.5032865148586398,0.4967134851413589,0.006573029717280964,1.0132330406037,0.9869397857418708,4921498.6936292695,2476923.925398024,2444574.768231239,False,False,False,116,61,55,,,,,,,,,,,,,,,,,,,,,,
14,14,0.5787481363104671,0.4212518636895342,0.15749627262093283,1.3738767378771972,0.7278673351330766,7137942.712954729,4131071.0422134283,3006871.6707413094,False,False,False,37,21,16,,,,,,,,,,,,,,,,,,,,,,
15,15,0.5541498219633122,0.4458501780366871,0.10829964392662511,1.2429059115856484,0.8045661306126068,11107031.602760592,6154959.585210664,4952072.01754992,False,False,False,12,8,4,,,,,,,,,,,,,,,,,,,,,,
16,16,1.0,0.0,1.0,,0.0,4174883.3858038634,4174883.3858038634,0.0,False,False,True,1,1,0,,,,,,,,,,,,,,,,,,,,,,
17,17,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,
