,l,pos_k_bal,neg_k_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,avg_pos_k_balance,avg_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5069762883471753,0.49302371165282466,0.5196292192831095,0.48037078071689066,0.5155898683056501,0.48441013169434993,0.5117114803057841,0.4882885196942161,0.5080739855314071,0.491926014468593,0.5047853943170398,0.4952146056829603,0.50304405827959,0.49695594172041013,0.0,complete,False,False,0.6,10.0,45.0,19.0,26.0,pyr,1000.0,,5.732456207275391,57953.0,11868.0,46085.0,130250193.0,8.75938081741333,2024-12-09 09:08:44.296900
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5499493600957481,0.45005063990425226,0.09989872019149587,1.2219721767593736,0.8183492382387659,120.67777777776894,66.36666666666092,54.31111111110806,False,False,False,10861,5973,4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.47227138643067507,0.5277286135693255,-0.05545722713865051,0.8949133594186564,1.1174266083697855,635.6250000000592,300.1875000000258,335.4375000000338,False,False,False,10170,4803,5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4934271677068122,0.5065728322931877,-0.013145664586375432,0.9740498034076033,1.0266415500538195,3012.3999999997623,1486.399999999884,1525.9999999998781,False,False,False,7531,3716,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49717769248137283,0.5028223075186264,-0.005644615037253604,0.9887741356084435,1.0113533151680274,12302.777777777528,6116.666666666543,6186.111111110976,False,False,False,4429,2202,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49127769919849096,0.508722300801509,-0.017444601603018084,0.9657089898053741,1.0355086372360858,43285.71428571506,21265.306122449347,22020.408163265714,False,False,False,2121,1042,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4901685393258433,0.5098314606741576,-0.019662921348314363,0.9614325068870528,1.0401146131805152,111250.00000000028,54531.250000000204,56718.75000000018,False,False,False,712,349,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.46153846153846134,0.5384615384615394,-0.07692307692307812,0.8571428571428552,1.1666666666666694,192592.5925925923,88888.88888888872,103703.70370370374,False,False,False,156,72,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5999999999999995,0.39999999999999925,0.20000000000000032,1.5000000000000018,0.6666666666666659,200000.00000000006,119999.99999999994,79999.99999999987,False,False,False,20,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
