,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003623251919522,0.49963767480804777,0.4999771759013463,0.5000228240986536,0.49997852903474055,0.5000214709652595,0.499980455914878,0.5000195440851222,0.4999834644577644,0.5000165355422356,0.49998867903215055,0.5000113209678493,0.5006447632001898,0.4993552367998102,0.0,complete,False,False,0.5,380.0,72010.0,36023.0,35987.0,cx,100.0,11.0,False,False,144400.0,144400.0,95.51807355880737,22509625.0,108929.0,22400696.0,130250193.0,123.80627822875977,2024-12-07 20:40:29.566679
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5042424242424243,0.49575757575757584,0.008484848484848484,1.0277912379233778,0.9934558576978896,164.99999999999997,83.19999999999999,81.8,False,False,False,0.03591644215764618,0.07122852110590888,0.03591644215764619,0.07244759114928631,0.07183288431529235,8.466018508588027,0.1480828722018317,0.1440787455057788,0.14510067166572163,0.14605648609487268,0.0,0.0,5.9262129560116215,0.07122852110590892,5.9262129560116215,0.07244759114928633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.49838383838383804,0.501616161616162,-0.0032323232323242875,0.9953155981552851,1.0082473041709932,990.0,493.39999999999986,496.60000000000014,False,False,False,0.014816498220855779,0.029729090471518508,0.014816498220855784,0.029537521624339945,0.02963299644171154,9.167708274151515,0.05961237580762696,0.059892938398747445,0.0593037344749805,0.058818639266029635,0.0,0.0,14.668333238647222,0.029729090471518494,14.668333238647223,0.029537521624339952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5005699855699856,0.4994300144300145,0.0011399711399712892,1.002512981411764,0.997953875881253,5543.999999999999,2775.16,2768.84,False,False,False,0.005370500689116606,0.01072877088905233,0.005370500689116605,0.010753259784047635,0.010741001378233216,9.422169563436258,0.021432365064650977,0.0213786409373666,0.02155453433293423,0.02159872801125231,9.094947017729282e-13,1.6405027088256284e-16,29.77405582046245,0.010728770889052325,29.77405582046244,0.01075325978404763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5001818181818175,0.49981818181818227,0.0003636363636350836,1.000773947541058,0.999319304378726,27720.000000000004,13865.04,13854.960000000014,False,False,False,0.0024072291759562386,0.004812708276175692,0.002407229175956238,0.004816209700894616,0.004814458351912479,13.239760467805922,0.009636508649165156,0.009629056264746347,0.009623254732709358,0.009629809702007216,2.1827872842550278e-11,7.874413002363014e-16,66.72839275750707,0.004812708276175695,66.72839275750704,0.004816209700894624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49998989898989976,0.5000101010101003,-2.020202020035233e-05,0.9999700236226342,1.0000508369489358,118800.0000000188,59398.80000000955,59401.20000000936,False,False,False,0.0011417815723172007,0.002283609278155169,0.001141781572317203,0.0022835170129775813,0.002283563144634399,113.03637566873499,0.004566155362830533,0.004566292243729993,0.0045682678945806856,0.004568035669584614,2.0372681319713593e-10,1.7148721649587852e-15,135.64365079130528,0.0022836092781551728,135.64365079130525,0.002283517012977581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4999480519480423,0.5000519480519577,-0.00010389610391539416,0.9997950258636628,1.0002106111172635,415799.9999997251,207878.3999998591,207921.59999986703,False,False,False,0.000591279317891271,0.001182681511783789,0.000591279317891268,0.001182435785311312,0.0011825586357825338,11.382126867293582,0.0023650238638182252,0.0023655087319275504,0.0023652371977625876,0.0023647391574066093,9.89530235528946e-10,2.379822596271285e-15,245.85394037902697,0.0011826815117837812,245.85394037902705,0.001182435785311311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000060606060637,0.4999939393939363,1.2121212127233993e-05,1.000025432788079,0.9999769466506478,1108800.0000005362,554406.7200002712,554393.2800002648,False,False,False,0.0003855875906479007,0.0007711658338311442,0.0003855875906479049,0.0007711845289870749,0.0007711751812958039,63.62195242529616,0.0015431728832722127,0.001543133637081443,0.0015415389014275106,0.0015415744398816255,2.3283064365386963e-10,2.0998434672957886e-16,427.5395205106002,0.0007711658338311467,427.5395205106002,0.0007711845289870686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
