,Unnamed: 0,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5004200203089082,0.4995799796910917,0.499971786360601,0.500028213639399,0.4999708339126054,0.5000291660873944,0.4999706910213136,0.5000293089786865,0.499971815735574,0.5000281842644261,0.4999749629120252,0.5000250370879749,0.5008170614459817,0.4991829385540182,0.0,complete,False,False,0.5,20.0,190.0,94.0,96.0,cx,10.0,12.0,False,False,400.0,400.0,20.16045427322388,115040.0,26084.0,88956.0,130250193.0,20.441712856292725,2024-12-07 21:20:41.546509
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5018181818181817,0.4981818181818181,0.0036363636363636,1.013529594300593,0.9989793297503284,219.99999999999997,110.39999999999998,109.59999999999998,False,False,False,0.027812833710506,0.0554241251477476,0.027812833710506,0.0558286808057604,0.0556256674210121,15.297058540778355,0.1117810479016058,0.110288884044617,0.1125067306541299,0.1126216802526318,2.8421709430404014e-14,1.2918958832001826e-16,6.118823416311341,0.0554241251477476,6.118823416311343,0.0558286808057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5008754208754207,0.4991245791245793,0.0017508417508414,1.0046835905325753,0.99762085949277,1485.0,743.8,741.2,False,False,False,0.0119585039086454,0.0238752061096241,0.0119585039086454,0.0239589561580389,0.0239170078172908,13.660291003339813,0.0490900984845826,0.0488612523855001,0.0467748890270008,0.0468864384519616,0.0,0.0,17.758378304338464,0.0238752061096241,17.758378304338464,0.0239589561580389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5015993265993266,0.4984006734006733,0.0031986531986532,1.006533629887829,0.9937373544613796,9503.999999999998,4767.199999999999,4736.799999999998,False,False,False,0.0037916180570894,0.0075590573113311,0.0037916180570894,0.0076075700925895,0.0075832361141788,2.3707590799063865,0.0152215563776837,0.0151227499267759,0.0151166020651022,0.0152118686061626,0.0,0.0,36.03553801457801,0.0075590573113311,36.03553801457801,0.0076075700925895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4996392496392491,0.5003607503607508,-0.0007215007215017,0.9985884876297352,1.0014745817939004,55440.00000000592,27700.00000000293,27740.00000000299,False,False,False,0.00195232282618,0.0039074648910983,0.00195232282618,0.0039018304788544,0.0039046456523601,5.411838874163155,0.0078037666793089,0.0078147973624571,0.0078154893476937,0.0078039817383025,0.0,0.0,108.2367774834353,0.0039074648910983,108.2367774834353,0.0039018304788544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5002974186307532,0.4997025813692469,0.0005948372615063,1.001195320808954,0.99881596054289,285120.00000006385,142644.80000003232,142475.2000000316,False,False,False,0.0007852532345915,0.0015695728287799,0.0007852532345916,0.0015714412209757,0.0015705064691831,2.6402288000690968,0.0031424717149581,0.0031387199377031,0.0031396003435619,0.003143322161027,5.820766091346741e-11,2.0415144820936575e-16,223.8914022468085,0.00156957282878,223.8914022468085,0.0015714412209757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5001943241943148,0.4998056758056851,0.0003886483886296,1.000778310288612,0.9992237145730972,1247399.999999303,623942.3999996395,623457.5999996632,False,False,False,0.0002979795283854,0.0005957275282269,0.0002979795283854,0.000596190765351,0.0005959590567708,1.533414454314626,0.0011930725388822,0.0011921446804119,0.00119076694926,0.0011916920424259,2.3283064365386963e-10,1.8665275264870911e-16,371.69966370776297,0.0005957275282269,371.69966370776297,0.0005961907653511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4998831168831195,0.5001168831168805,-0.000233766233761,0.9995327650565252,1.0004678303015098,4435200.000002474,2217081.600001248,2218118.400001225,False,False,False,0.0001534542310793,0.0003069802237694,0.0001534542310793,0.0003068367340909,0.0003069084621586,1.3128861992633103,0.0006135389812492,0.0006138257821038,0.0006140953874894,0.0006138082294004,0.0,0.0,680.6002056834766,0.0003069802237694,680.6002056834766,0.0003068367340909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
