,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5378189157448517,0.46218108425514826,0.0,complete,False,True,0.1,14.0,91.0,82.0,9.0,cx,1.0,10.0,True,False,196.0,196.0,5.3472113609313965,68250.0,18636.0,49614.0,130250193.0,5.357213735580444,2024-11-13 22:53:12.773107
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,45.5,45.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.7747252747252746,0.2252747252747253,0.5494505494505495,3.439024390243902,0.29078014184397166,363.99999999999994,281.99999999999994,82.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.7156177156177156,0.28438228438228436,0.43123543123543123,2.5163934426229506,0.3973941368078176,3003.0,2149.0,854.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.6708291708291708,0.3291708291708291,0.3416583416583417,2.0379362670713204,0.4906924795234549,24023.999999999996,16115.999999999998,7907.999999999998,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6312354312354355,0.36876456876456454,0.26247086247087104,1.7117572692794243,0.5841949778434162,180179.99999999994,113736.00000000073,66443.99999999921,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5982128982129158,0.40178710178708416,0.19642579642583163,1.4888802939471213,0.6716456682685571,1235520.0000000037,739104.000000024,496415.99999997974,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5713788856645534,0.42862111433544664,0.14275777132910672,1.3330628533091393,0.7501521758840117,7567559.99999287,4323943.999995573,3243615.9999972964,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5499405356548245,0.4500594643451755,0.09988107130964902,1.2219286099337412,0.8183784157850471,40360320.00004521,22195776.00002499,18164544.00002022,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5332022474883737,0.4667977525116263,0.06640449497674747,1.142255387090994,0.8754609619716666,181621440.00110453,96840960.00066376,84780480.00044078,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
