,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5453966398578869,0.45460336014211306,0.0,complete,False,True,0.9,28.0,378.0,38.0,340.0,cx,1.0,10.0,True,False,784.0,784.0,6257.993184566498,177382.0,30872.0,146510.0,130250193.0,6258.038195371628,2024-11-14 03:05:43.061073
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,189.0,189.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.23992673992673993,0.76007326007326,-0.5201465201465202,0.31566265060240967,3.16793893129771,3275.9999999999995,785.9999999999999,2489.9999999999995,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.708945868945869,0.291054131054131,0.4178917378917379,2.4357870007830855,0.41054492846809193,61425.0,43547.0,17878.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.3326821326821327,0.6673178673178672,-0.3346357346357346,0.49853622834837774,2.0058722779544897,1179359.9999999998,392351.99999999994,787007.9999999998,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6331896444940821,0.36681035550591784,0.2663792889881644,1.7262043859715044,0.5793056767360731,22604400.00008862,14312872.000058144,8291528.000030477,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.39429088356624586,0.6057091164337541,-0.21141823286750824,0.6509574858105494,1.5361986332407487,426254400.0,168068224.0,258186176.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.583628049991059,0.41637195000894106,0.16725609998211788,1.4016987695221215,0.7134200455501064,7832424600.0,4571222696.0,3261201904.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4340627451575695,0.5659372548424304,-0.13187450968486103,0.7669803347341434,1.3038143935549895,139243103980.0872,60440243957.85754,78802860022.22964,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5518079515819698,0.4481920484180302,0.10361590316393955,1.2311863932652745,0.8122247008821009,2381057078033.1455,1313886228829.2205,1067170849203.925,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
