,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5358057401187127,0.4641942598812871,0.0,complete,False,True,0.9,19.0,171.0,17.0,154.0,cx,1.0,10.0,True,False,361.0,361.0,158.8440442085266,93027.0,19379.0,73648.0,130250193.0,158.86867141723633,2024-11-12 21:01:42.427742
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,85.5,85.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.2507739938080495,0.7492260061919505,-0.4984520123839009,0.3347107438016529,2.9876543209876543,969.0,243.0,725.9999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.7020983832129343,0.2979016167870657,0.4041967664258686,2.356812933025404,0.4243018128368447,11628.0,8164.0,3464.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.3407006077284715,0.6592993922715285,-0.3185987845430569,0.5167615983303623,1.9351283129995789,139535.99999999997,47539.99999999999,91995.99999999996,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.6253476829327962,0.3746523170672037,0.2506953658655924,1.669141373068363,0.5991104265552484,1627920.000000013,1018015.9999999658,609904.0000000473,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4017980471540839,0.598201952845916,-0.1964039056918322,0.6716762545534157,1.4888124944432943,18139680.000000007,7288487.999999995,10851192.000000011,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5766197797156628,0.4233802202843371,0.1532395594313257,1.3619431236735902,0.7342450522476186,190466639.99999988,109826831.9999824,80639808.0000175,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4404617913906976,0.5595382086093024,-0.1190764172186048,0.7871880500983804,1.27034448741317,1862340480.005427,820289824.002602,1042050656.0028248,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5460735724926828,0.4539264275073172,0.0921471449853656,1.2030001766836549,0.8312550732591983,16761064320.021437,9152774272.013744,7608290048.00769,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
