,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.0057926534322389565,0.9942073465677607,0.0,complete,False,True,0.5,179.0,15931.0,7965.0,7966.0,pyr,1000.0,,247.56299924850464,6963813.0,1300011.0,5663802.0,130250193.0,247.74204015731812,2024-11-15 01:47:04.536754
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.5001403088311139,0.49985969116888684,0.00028061766222702716,1.0005613928612063,0.9994389221239078,938815.5404444444,469539.4943333335,469276.0461111116,False,False,False,263704,131889,131815,,,,,,,,,,,,,,,,,,,,,
4,4,0.49989433673868144,0.5001056632613188,-0.00021132652263733566,0.9995774362536525,1.0004227423819523,123824893.63420807,61899363.07501022,61925530.55919787,False,False,False,345437,172682,172755,,,,,,,,,,,,,,,,,,,,,
5,5,0.49972422053835347,0.5002757794616498,-0.0005515589232963328,0.9988974902524966,1.001103726616857,17347469042.16538,8668950445.409311,8678518596.756124,False,False,False,422439,211103,211336,,,,,,,,,,,,,,,,,,,,,
6,6,0.4998180187837138,0.5001819812162837,-0.00036396243256991013,0.9992723399757727,1.0007281898989069,2510493643582.8926,1254789959104.7083,1255703684478.178,False,False,False,491809,245815,245994,,,,,,,,,,,,,,,,,,,,,
7,7,0.4992730224587336,0.5007269775412668,-0.0014539550825331425,0.997096311667343,1.0029121442920608,372139832413554.0,185799378906401.72,186340453507152.44,False,False,False,554350,276772,277578,,,,,,,,,,,,,,,,,,,,,
8,8,0.5012173239230805,0.4987826760769178,0.0024346478461627274,1.004881179645837,0.9951425305352447,5.603975672549105e+16,2.8088096899251076e+16,2.7951659826239876e+16,False,False,False,609123,305303,303820,,,,,,,,,,,,,,,,,,,,,
9,9,0.4996285000709461,0.5003714999290584,-0.0007429998581122936,0.9985151035616184,1.001487104634757,8.528633645859288e+18,4.2611484361352806e+18,4.267485209724046e+18,False,False,False,655451,327482,327969,,,,,,,,,,,,,,,,,,,,,
