,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,prob_p,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4983805668015809,0.5016194331984192,1.0,er,False,0.5,0.5,10.0,25.0,9.0,16.0,cx,1.0,10.0,True,False,100.0,100.0,1.2116987705230713,47682.0,16855.0,30827.0,4259459283.0,1.2482528686523438,2024-11-10 23:12:34.092927
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4210526315789476,0.5789473684210523,-0.1578947368421048,0.7272727272727281,1.3749999999999984,18.999999999999996,8.000000000000004,10.999999999999993,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.44186046511627886,0.5581395348837211,-0.11627906976744229,0.7916666666666659,1.2631578947368434,43.00000000000001,18.999999999999993,24.000000000000014,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5185185185185163,0.48148148148148373,0.037037037037032525,1.0769230769230673,0.9285714285714368,107.99999999999953,55.99999999999952,52.000000000000014,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4801587301587246,0.5198412698412753,-0.039682539682550776,0.9236641221373841,1.0826446280991975,251.9999999999949,120.99999999999616,130.99999999999875,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5127118644067712,0.48728813559322876,0.02542372881354244,1.0521739130434427,0.950413223140528,472.00000000004957,242.00000000002143,230.00000000002814,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5165165165164888,0.4834834834835112,0.0330330330329776,1.0683229813663409,0.936046511628011,665.9999999999968,343.9999999999799,322.00000000001694,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.47611464968144346,0.5238853503185565,-0.04777070063711304,0.9088145896653431,1.100334448160911,627.9999999979983,298.9999999989935,328.99999999900484,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5035460992904796,0.4964539007095204,0.007092198580959098,1.0142857142844948,0.9859154929589318,282.0000000042323,142.0000000020464,140.00000000218589,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
