,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000288754271246,0.49997112457287546,0.0,complete,False,True,0.3,25.0,300.0,210.0,90.0,cx,1.0,10.0,True,False,625.0,625.0,1787.9509010314941,150203.0,25219.0,124984.0,130250193.0,1787.962904214859,2024-11-13 23:41:48.210130
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,150.0,150.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5269565217391304,0.47304347826086957,0.053913043478260876,1.1139705882352942,0.8976897689768977,2299.9999999999995,1211.9999999999998,1087.9999999999998,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5113570487483531,0.4886429512516469,0.022714097496706193,1.0464840379637619,0.9555807482221993,37950.0,19406.0,18544.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5045862350210176,0.4954137649789824,0.009172470042035336,1.0185147662225824,0.9818217989207471,637559.9999999999,321703.99999999994,315855.99999999994,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.501548654244323,0.49845134575567696,0.003097308488646097,1.0062138632286173,0.9938245104190087,10625999.99997751,5329455.999988897,5296543.999988614,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5006163234172398,0.4993836765827602,0.0012326468344795226,1.0024683362558313,0.9975377414262775,173052000.0,86632656.00000018,86419343.99999982,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5002195460837596,0.4997804539162404,0.0004390921675192231,1.0008785701082916,0.9991222010995834,2725569000.0,1363382887.9999666,1362186112.0000334,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000740376866452,0.4999259623133549,0.00014807537329020897,1.0002961946057072,0.9997038930995594,41186376000.82919,20596237344.414993,20590138656.4142,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5000246584237013,0.4999753415762987,4.931684740259792e-05,1.000098638559348,0.9999013711692578,593083814377.0046,296556531700.4876,296527282676.517,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
