,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.499999593403668,0.500000406596332,0.0,complete,False,0.5,19.0,171.0,86.0,85.0,cx,1.0,10.0,True,False,361.0,361.0,205.6232659816742,98305.0,19355.0,78950.0,130250193.0,205.7447350025177,2024-11-10 23:25:00.570368
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,85.5,85.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4767801857585139,0.5232198142414861,-0.0464396284829721,0.9112426035502958,1.0974025974025974,969.0,462.0,507.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5036119711042312,0.4963880288957688,0.0072239422084623,1.0145530145530146,0.985655737704918,11628.0,5856.0,5772.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4989680082559342,0.5010319917440659,-0.0020639834881316,0.995880535530382,1.0041365046535669,139535.99999999997,69624.00000000001,69911.99999999996,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4999705145216014,0.5000294854783985,-5.8970956797052726e-05,0.9998820650411432,1.0001179488691518,1627920.000000014,813912.0000000125,814008.0000000015,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5000573328746698,0.4999426671253302,0.0001146657493397,1.0002293577981631,0.999770694794774,18139680.00000004,9070880.000000011,9068800.00000003,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4999698004857797,0.5000301995142202,-6.03990284403975e-05,0.9998792092387636,1.000120805353407,190466639.99999845,95227567.99999608,95239072.00000238,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5000062544954069,0.4999937455045931,1.2508990813670174e-05,1.0000250182945811,0.9999749823313184,1862340480.0006664,931181888.0003116,931158592.0003552,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999991370476156,0.5000008629523843,-1.7259047686301682e-06,0.9999965481964204,1.0000034518154948,16761064320.14206,8380517696.070611,8380546624.071448,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
