,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.510901651515484,0.489098348484516,0.0,complete,False,True,0.9,11.0,55.0,5.0,50.0,cx,1.0,10.0,True,False,121.0,121.0,0.7791848182678223,53371.0,18195.0,35176.0,130250193.0,0.7881865501403809,2024-11-14 09:55:11.381226
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,27.5,27.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.2363636363636363,0.7636363636363636,-0.5272727272727272,0.3095238095238095,3.230769230769231,164.99999999999997,38.99999999999999,125.99999999999996,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.7131313131313132,0.2868686868686869,0.4262626262626261,2.4859154929577465,0.4022662889518413,990.0,706.0,284.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.3318903318903322,0.6681096681096679,-0.3362193362193357,0.4967602591792662,2.013043478260867,5543.999999999998,1840.000000000001,3703.999999999997,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.6303030303030338,0.3696969696969662,0.2606060606060675,1.704918032786911,0.5865384615384528,27720.000000000025,17472.000000000113,10247.999999999913,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4004040404040299,0.5995959595959701,-0.1991919191919402,0.6677897574123697,1.4974772956610145,118800.000000019,47568.00000000636,71232.00000001265,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5749494949494194,0.4250505050505806,0.1498989898988387,1.352661596957757,0.739283204497769,415799.9999997261,239063.9999998111,176735.999999915,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4446753246752121,0.5553246753247879,-0.1106493506495757,0.8007483629556686,1.248831775701504,1108800.000000536,493056.0000001135,615744.0000004225,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5396825396825349,0.460317460317465,0.0793650793650699,1.1724137931034255,0.8529411764706046,1995840.0000125056,1077120.0000067395,918720.000005766,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
