,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49997923393242444,0.5000207660675756,0.0,complete,False,True,0.3,16.0,120.0,84.0,36.0,cx,1.0,10.0,True,False,256.0,256.0,28.73845863342285,77202.0,18932.0,58270.0,130250193.0,28.753462076187134,2024-11-12 21:30:04.396642
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,60.0,60.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5357142857142857,0.4642857142857143,0.07142857142857142,1.153846153846154,0.8666666666666667,559.9999999999999,299.99999999999994,259.99999999999994,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5018315018315018,0.4981684981684982,0.0036630036630035893,1.0073529411764706,0.9927007299270073,5460.0,2740.0,2720.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4998473748473749,0.500152625152625,-0.0003052503052501324,0.9993896856881297,1.0006106870229006,52415.999999999985,26199.999999999996,26215.99999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5007326007325992,0.4992673992674008,0.0014652014651983054,1.002934702861329,0.9970738844184408,480479.99999992555,240591.99999996196,239887.9999999636,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5005400155400165,0.4994599844599836,0.0010800310800328833,1.0021623976166991,0.9978422682572787,4118400.000000016,2061424.0000000116,2056976.0000000042,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5000722734055949,0.49992772659440515,0.00014454681118970068,1.0002891354159817,0.9997109481591424,32432399.999992516,16218543.999995872,16213855.999996644,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999628149628277,0.5000371850371723,-7.437007434463865e-05,0.9998512709123041,1.0001487512113278,230630400.00001645,115306624.00001116,115323776.00000529,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.49997788807309973,0.5000221119269003,-4.422385380059232e-05,0.9999115562037244,1.0000884516192725,1452971520.0087657,726453632.0043442,726517888.0044215,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
