,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.7130903174372453,0.2869096825627545,0.0,complete,False,True,0.1,11.0,55.0,49.0,6.0,pyr,1000.0,,1.206281661987305,48043.0,14041.0,34002.0,130250193.0,1.2112832069396973,2024-11-14 18:05:17.841377
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.7270145256836815,0.2729854743163191,0.4540290513673624,2.6631985731272314,0.3754883357517577,165.6758888888889,120.44877777777788,45.22711111111112,False,False,False,12323,8959,3364,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.6849303574425719,0.3150696425574286,0.3698607148851432,2.1739014647141945,0.4600024500795261,991.4286250001144,679.0595625001259,312.369062499989,False,False,False,11918,8163,3755,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.628772003352865,0.3712279966471342,0.2575440067057307,1.6937623482922162,0.5904015997334445,5589.348159999908,3514.425639999792,2074.9225200001115,False,False,False,9544,6001,3543,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5922423465298922,0.4077576534701077,0.1844846930597845,1.452437106918237,0.6884979702300416,27911.033027777263,16530.095694444128,11380.937333333131,False,False,False,6239,3695,2544,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5749150447945645,0.4250849552054374,0.149830089589127,1.352470930232561,0.7393874261149903,117031.4889183691,67283.16369387874,49748.32522449057,False,False,False,3237,1861,1376,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5677368833202805,0.4322631166797196,0.1354737666405609,1.3134057971014417,0.7613793103448321,388829.9588593748,220753.10898437432,168076.84987500048,False,False,False,1277,725,552,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.6118598382749325,0.3881401617250675,0.223719676549865,1.576388888888888,0.6343612334801766,981816.6030987644,600734.1479876536,381082.4551111109,False,False,False,371,227,144,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.6749999999999992,0.3249999999999998,0.3499999999999993,2.0769230769230758,0.4814814814814818,1886358.1527999984,1273291.7531399971,613066.3996599991,False,False,False,80,54,26,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.8181818181818186,0.1818181818181819,0.6363636363636367,4.5,0.2222222222222222,2357947.690999991,1929229.9289999933,428717.7619999985,False,False,False,11,9,2,,,,,,,,,,,,,,,,,,,,,
