,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000011653136406,0.4999988346863595,0.0,complete,False,True,0.7,21.0,210.0,63.0,147.0,cx,1.0,10.0,True,False,441.0,441.0,441.948634147644,104471.0,19687.0,84784.0,130250193.0,441.9646382331848,2024-11-12 17:46:43.759288
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,1.0,0.0,1.0,,0.0,105.0,105.0,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4578947368421052,0.5421052631578948,-0.0842105263157894,0.8446601941747572,1.1839080459770115,1329.9999999999998,608.9999999999999,720.9999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5091060985797828,0.4908939014202172,0.0182121971595655,1.0371000680735194,0.9642271086314408,17955.0,9141.0,8814.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4978213507625272,0.5021786492374728,-0.0043572984749455,0.9913232104121475,1.0087527352297594,244187.99999999997,121561.99999999996,122625.99999999996,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.500835421888061,0.499164578111939,0.0016708437761218,1.003347280334758,0.9966638865721136,3255840.000000308,1630640.0000001783,1625200.000000129,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4997435309406419,0.500256469059358,-0.0005129381187161,0.9989746497038196,1.0010264027185118,41860800.0,20919664.000000022,20941135.999999978,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5000472859709043,0.4999527140290957,9.457194180861832e-05,1.0001891617730134,0.9998108740023957,512794799.9999999,256421647.9999926,256373152.00000727,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.499991570177314,0.500008429822686,-1.6859645371995295e-05,0.9999662812777416,1.0000337198592488,5925628800.024601,2962764448.012213,2962864352.012388,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5000018160910381,0.4999981839089619,3.632182076219041e-06,1.000007264390538,0.999992735662233,63996791038.454544,31998511743.225945,31998279295.2286,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
