,Unnamed: 0,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996769529510234,0.5003230470489766,0.4999816109848594,0.5000183890151405,0.4999852362265441,0.500014763773456,0.4999886520796417,0.5000113479203584,0.499991240377677,0.5000087596223229,0.4999916979932184,0.5000083020067815,0.499267373864576,0.500732626135424,0.0,complete,False,False,0.5,245.0,29890.0,14912.0,14978.0,cx,100.0,11.0,False,False,60025.0,60025.0,92.16000938415527,8806204.0,108929.0,8697275.0,130250193.0,103.87897849082948,2024-12-07 21:00:37.841532
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4995151515151514,0.5004848484848486,-0.0009696969696969,1.009446928715735,1.0134112020041923,164.99999999999997,82.41999999999999,82.57999999999998,False,False,False,0.0375188229466016,0.075110480298341,0.0375188229466016,0.0749649526058278,0.0750376458932031,77.38257232736578,0.1525116730603927,0.1510843896017645,0.1534365480708869,0.1514060114664611,0.0,0.0,6.1906057861892645,0.075110480298341,6.1906057861892645,0.0749649526058278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.497414141414141,0.502585858585859,-0.0051717171717182,0.9919331284054296,1.0125657146100502,990.0,492.4399999999998,497.5600000000002,False,False,False,0.0165399652960548,0.0332519000144063,0.0165399652960548,0.0329097307723576,0.0330799305921096,6.39631470433242,0.0676255900414466,0.0681755534772363,0.0652742002126129,0.0644641619509611,0.0,0.0,16.374565643094268,0.0332519000144063,16.374565643094265,0.0329097307723576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4997619047619048,0.5002380952380951,-0.0004761904761901,0.9993718939136326,1.001283295740481,5543.999999999999,2770.6800000000007,2773.3199999999997,False,False,False,0.006392557467322,0.0127912059851132,0.0063925574673221,0.0127790296824144,0.0127851149346441,26.848741362768955,0.0253452597281922,0.0253611892455148,0.025840707531672,0.0258075887629405,9.094947017729282e-13,1.6405027088256284e-16,35.440338598833726,0.0127912059851133,35.44033859883372,0.0127790296824144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5004877344877339,0.4995122655122659,0.0009754689754676,1.0020120265190977,0.9981094580570118,27720.000000000004,13873.519999999997,13846.480000000018,False,False,False,0.0027118278166685,0.0054183701813275,0.0027118278166685,0.0054289514070038,0.005423655633337,5.560049340100275,0.0109018478045165,0.0108799570424205,0.0107959946754052,0.0108164436157347,2.182787284255028e-11,7.874413002363014e-16,75.17186707805146,0.0054183701813275,75.17186707805145,0.0054289514070039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4999063973063979,0.5000936026936019,-0.000187205387204,0.999636834690095,1.000385658567571,118800.0000000188,59388.88000000954,59411.1200000094,False,False,False,0.0011819628294066,0.0023643682812929,0.0011819628294066,0.0023634832020253,0.0023639256588133,12.627444616414158,0.0047283933971478,0.0047301112094511,0.004727597100253,0.0047257745648037,2.0372681319713595e-10,1.7148721649587852e-15,140.41718413353436,0.0023643682812929,140.4171841335343,0.0023634832020253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5000634920634824,0.4999365079365176,0.000126984126965,1.0002569096208738,0.9997489723312686,415799.9999997251,207926.39999985907,207873.599999867,False,False,False,0.0006029835535884,0.0012058139879403,0.0006029835535884,0.0012061202653058,0.0012059671071769,9.496990970442797,0.0024119627526904,0.0024113432554088,0.0024119338665195,0.002412539480681,9.89530235528946e-10,2.379822596271285e-15,250.720561581919,0.0012058139879403,250.720561581919,0.0012061202653058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5000285714285703,0.4999714285714295,5.714285714048438e-05,1.000115504769279,0.9998869330377512,1108800.0000005362,554431.6800002666,554368.3200002695,False,False,False,0.0003892894835756,0.0007785344794666,0.0003892894835756,0.0007786234599203,0.0007785789671512,13.625131925712118,0.0015572673373446,0.0015570874863137,0.0015570571298169,0.0015572332014445,2.3283064365386963e-10,2.0998434672957886e-16,431.6441793888485,0.0007785344794666,431.6441793888484,0.0007786234599203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999804393137541,0.500019560686246,-3.912137249208567e-05,0.9999223012504324,1.0000787867457528,1995840.0000125077,997880.960006215,997959.040006291,False,False,False,0.0002600328520224,0.000520086050525,0.0002600328520224,0.0005200453591566,0.0005200657040448,13.293646692740788,0.0010401683558932,0.0010402491819539,0.001040096803676,0.0010400148642893,1.862645149230957e-09,9.332637632371755e-16,518.9839673837345,0.000520086050525,518.9839673837346,0.0005200453591566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.499934744268075,0.500065255731925,-0.0001305114638502,0.9997400040399876,1.0002620506036997,1814399.9999114084,907081.5999557066,907318.3999557048,False,False,False,0.0003523587072394,0.0007048094001853,0.0003523587072394,0.0007046254527795,0.0007047174144788,5.399659108010744,0.0014091265114282,0.0014094929739071,0.0014097510982895,0.0014093817689461,2.3283064365386963e-09,1.2832376745218146e-15,639.3196383839877,0.0007048094001853,639.3196383839876,0.0007046254527795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
