,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453571428571423,0.6546428571428754,0.6152164502164513,0.3847835497835523,0.6391230281658006,0.3608769718342023,0.6614292393905263,0.33857076060947583,0.681702761670833,0.31829723832916856,0.6997071152985317,0.30029288470146964,0.743861273205549,0.2561387267944514,0.0,dataset,False,1870,False,cow,False,0.5238095238095238,22.0,29.0,20.0,22.0,cx,20.0,10.0,False,False,484.0,484.0,3.1128129959106445,87512.0,38281.0,49231.0,130250193.0,3.6250951290130615,2024-12-08 17:16:35.479227
1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.7777777777777779,0.22222222222222202,0.7908333333333337,0.20916666666666645,0.5816666666666669,2.642857142857146,0.3208333333333328,3.15,2.45,0.6999999999999993,False,False,False,0.1584188365623789,0.20031886604305016,0.1584188365623789,0.7573808919316928,0.3168376731247581,0.5447066013606154,0.9715336077668181,0.3676073110469037,0.2902046691560968,0.9045340337332901,1.1521718621802906,0.3657688451366002,0.9205976319760979,0.3757541355004481,0.45825756949558355,0.6546536707079772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.29545454545454325,0.7045454545454585,0.24523809523809337,0.7547619047619103,-0.5095238095238204,0.3035714285714239,1.9259259259259585,2.199999999999987,0.6499999999999913,1.5499999999999994,False,False,False,0.26487493305092097,1.0800725425377442,0.26487493305092435,0.3509383971021685,0.5297498661018488,1.039695998891457,0.3111791814906566,1.025060833145708,0.9658077637337413,0.5014771080925111,1.9899748742132326,0.904534033733293,0.9096702699330032,1.3994927229738698,1.2439855304624734,0.8025713099757896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.0,1.0000000000000346,0.0,1.0000000000000493,-1.0000000000000986,0.0,,0.5999999999999834,0.0,0.6000000000000042,False,True,False,0.0,0.0,7.067794478442393e-14,7.067794478442045e-14,1.4134969214616856e-13,1.4134969214615462e-13,0.0,0.0,,0.0,0.9165151389911669,1.527525231651987,0.0,0.0,0.9165151389911763,1.5275252316519499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
