,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5001876180779086,0.49981238192209143,0.0,complete,False,True,0.5,11.0,55.0,27.0,28.0,cx,1.0,10.0,True,False,121.0,121.0,1.229276180267334,53371.0,18195.0,35176.0,130250193.0,1.2432794570922852,2024-11-12 17:46:49.344543
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,27.5,27.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5272727272727272,0.4727272727272727,0.054545454545454515,1.1153846153846154,0.896551724137931,164.99999999999997,86.99999999999999,77.99999999999999,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4949494949494945,0.5050505050505055,-0.010101010101011056,0.9799999999999982,1.020408163265308,990.0,489.99999999999955,500.00000000000045,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.48917748917748943,0.5108225108225106,-0.021645021645021113,0.9576271186440687,1.0442477876106184,5543.999999999998,2712.0000000000005,2831.9999999999977,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4981240981240968,0.5018759018759031,-0.0037518037518063548,0.9925244393329448,1.0075318655851733,27720.000000000025,13807.999999999976,13912.00000000005,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5012794612794602,0.4987205387205398,0.002558922558920421,1.005130974885224,0.994895217624937,118800.000000019,59552.0000000094,59248.000000009604,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5006060606060533,0.4993939393939468,0.0012121212121064299,1.0024271844659898,0.9975786924939761,415799.9999997261,208151.9999998598,207647.99999986627,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5001443001442999,0.4998556998557001,0.00028860028859965033,1.0005773672055416,0.9994229659549925,1108800.000000536,554560.0000002678,554240.0000002682,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5001122334455534,0.49988776655444656,0.000224466891106779,1.000449034575609,0.9995511669659422,1995840.0000125056,998144.0000062275,997696.000006278,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
