,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5533746445357519,0.4466253554642482,2.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,62.0,29.0,33.0,cx,20.0,10.0,False,False,400.0,400.0,10.485350131988525,89065.0,37301.0,51764.0,1535995910.0,10.56843113899231,2024-11-10 18:15:02.253363
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.47123015873015933,0.5287698412698407,-0.057539682539681315,0.898225957049488,191620681267866.66,5.65,2.500000000000001,3.1499999999999977,False,False,False,0.3160158482005809,0.3160158482005809,0.6320316964011617,0.8147043427598517,592475886229036.1,4.089926649709012,1.8574175621006697,2.761792895928294,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6119571491310609,0.3880428508689392,0.22391429826212148,31274997412296.902,0.9791297672915439,9.449999999999996,5.549999999999989,3.900000000000007,False,False,False,0.2359635380136428,0.23596353801364278,0.4719270760272856,128950117771810.77,1.0175129356788193,9.091067044082346,5.286539510870984,4.403407771260803,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5034633642194033,0.49653663578059676,0.006926728438806579,-19752629944605.88,1.35700707338647,15.049999999999788,6.94999999999983,8.099999999999959,False,False,False,0.2117208938437481,0.2117208938437481,0.42344178768749624,83803311480599.69,1.016360170382779,16.773416467732464,8.423033895218513,8.825531145489174,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5455808738307015,0.4544191261692985,0.09116174766140285,57420435895.18638,478427722455.3115,19.85000000000015,10.150000000000166,9.699999999999987,False,False,False,0.2457561892911641,0.24575618929116408,0.4915123785823282,243614277557.98557,2085418093966.5757,25.110306648864874,12.892924416128869,12.45833054626498,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5954532109296806,0.40454678907031916,0.19090642185936155,-971143875794.58,-76435838888.80287,21.39999999999464,10.649999999998283,10.749999999996364,False,False,False,0.23186340927171203,0.231863409271712,0.46372681854342407,3922301578425.9478,333176097384.22864,30.25789153261615,14.395398570377255,16.074436226498136,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4183926042717377,0.5816073957282624,-0.16321479145652465,-24741108327.6786,7661267739.149759,17.10000000000189,7.850000000005158,9.24999999999673,False,False,False,0.8019289581583009,0.8019289581583009,1.6038579163166018,74063234230.33768,33394691851.190754,27.42425933365456,12.515090890608956,15.319513699842979,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4317918325924577,0.5682081674075423,-0.1364163348150845,1194206290.1037273,0.5207235853215489,9.600000000007347,5.400000000024371,4.199999999982978,False,False,False,0.7581605148535663,0.7581605148535664,1.5163210297071326,7581393998.277368,1.1220652428154527,15.183543723506006,9.063112048331686,7.004284403177596,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,-0.18328113596574977,1.1832811359657498,-1.3665622719314994,-0.9781257124184976,209161620.8753619,1.1000000000715455,0.4000000000474838,0.7000000000240616,False,False,False,2.7594681185508962,2.7594681185508962,5.518936237101792,7.312737386718489,12580980367.307493,2.8266588051167223,1.356465996545038,1.7058722110145055,,,,,,,,,,,,,,,,,,,,,,,,,,
