,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.47649369160375965,0.5235063083962402,10.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,66.0,31.0,35.0,cx,20.0,10.0,False,False,400.0,400.0,12.656313180923462,89912.0,37368.0,52544.0,2548891259.0,12.742848634719849,2024-11-10 23:13:00.657956
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.3845833333333338,0.6154166666666663,-0.23083333333333225,0.7201754385964925,296928504843790.94,5.449999999999998,2.200000000000001,3.249999999999998,False,False,False,0.25172012401342336,0.25172012401342336,0.5034402480268467,0.5766554848162527,701886771442974.4,2.991237202229203,1.964688270438849,1.5771810295587492,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5448336940836922,0.4551663059163077,0.08966738816738457,1.3893065998329044,1.0628350815850924,8.999999999999988,4.649999999999979,4.350000000000009,False,False,False,0.1847473022966485,0.1847473022966485,0.369494604593297,0.9830860425917951,0.725311936523862,6.549809157525131,3.380458548777074,3.5535193822462885,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49557026307025503,0.504429736929745,-0.008859473859489982,1.1284050450354575,1.1575425685426188,14.249999999999948,6.699999999999898,7.550000000000051,False,False,False,0.12344019836711533,0.12344019836711533,0.24688039673423065,0.6276893633141294,0.5859968597282215,13.15247125068141,6.23778806950029,7.179658766264625,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49925361991644646,0.5007463800835535,-0.0014927601671069796,7275412533625.852,430280219176.56116,19.14999999999868,9.69999999999905,9.44999999999963,False,False,False,0.21047012823748423,0.2104701282374842,0.4209402564749684,30635900713848.812,1875547992790.4192,24.18113934453745,13.65686640485209,10.641780866001238,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.733117619952898,0.26688238004710196,0.4662352399057963,106979904059.01837,0.6897421150887765,21.30000000000433,10.950000000001378,10.350000000002948,False,False,False,0.5694168145162947,0.5694168145162947,1.1388336290325896,382325289255.912,0.5272631471721999,38.07768375309209,18.399660322954677,19.738984269717033,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.44472349787466803,0.5552765021253319,-0.11055300425066379,1.229443349764891,-87153820680.8135,19.449999999980363,9.399999999980954,10.04999999999941,False,False,False,0.3949878412933557,0.39498784129335573,0.7899756825867114,3.0916500025193328,385807722306.1496,45.384441166492195,22.79780691203036,22.610782825881532,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,1.8769442833731382,-0.8769442833731376,2.7538885667462747,1310893148.1860914,-902742067.0444832,11.90000000003944,5.550000000023564,6.350000000015875,False,False,False,13.954347448419137,13.954347448419139,27.908694896838277,5714050757.397232,3934961445.3560624,35.22342970258371,16.104269620314298,19.139683905499993,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.46545809043073627,0.5345419095692637,-0.0690838191385274,-1688331877.3652828,-1038806379.7561471,4.049999999926979,2.149999999931771,1.8999999999952089,False,False,False,0.5065100054566541,0.5065100054566541,1.0130200109133083,5189470841.551998,4528052032.5067,14.08713952486414,7.15034964159553,6.963476143380507,,,,,,,,,,,,,,,,,,,,,,,,,,
