,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5032937887296779,0.4967062112703221,9.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,67.0,32.0,35.0,cx,20.0,10.0,False,False,400.0,400.0,12.159215927124023,90325.0,37242.0,53083.0,1846011679.0,12.235875844955444,2024-11-10 18:15:02.258373
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4449560381139331,0.555043961886067,-0.1100879237721338,0.9682215007215016,1.7954365079365058,10.099999999999998,4.7,5.399999999999997,False,False,False,0.15209311856493438,0.15209311856493435,0.30418623712986875,0.6653176565407,2.0318723589664205,5.629387178015027,3.494281041931229,2.7640549922170496,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4935211388038792,0.5064788611961208,-0.012957722392241505,1.0859410687351814,1.1262438851138599,19.299999999999983,9.449999999999982,9.850000000000005,False,False,False,0.10780439205553712,0.10780439205553712,0.2156087841110742,0.5474863674318353,0.47197325324181927,15.27121475194426,7.658165576690026,8.020442631176905,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5128589638786375,0.4871410361213625,0.025717927757274807,1.1382764827764738,1.0296908366139168,33.84999999999985,16.949999999999882,16.89999999999997,False,False,False,0.09500606748673907,0.0950060674867391,0.19001213497347813,0.4610209722989119,0.4494533929955687,34.97752850045276,16.12598834180392,19.047047015219885,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5024736269063994,0.4975263730936006,0.0049472538127987905,-426881481266.40094,1.110514770362675,47.99999999999967,23.34999999999991,24.649999999999757,False,False,False,0.13614414288454763,0.1361441428845476,0.27228828576909525,1860733237713.3162,0.5013596485498552,57.19877621068688,27.693455905683738,29.621402735185725,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5514552378366084,0.44854476216339156,0.10291047567321696,22958807237.02876,0.934698572749334,51.899999999997135,26.500000000000302,25.399999999996837,False,False,False,0.1501804135510187,0.1501804135510187,0.3003608271020374,100075120604.92706,0.47287351248072645,64.90523861752867,32.2374006396229,32.90501481536844,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5567793990029746,0.4432206009970253,0.11355879800594933,-13227207552.256512,1.1141211796746833,36.69999999998252,18.49999999999725,18.199999999985288,False,False,False,0.2416184627892815,0.2416184627892815,0.483236925578563,57656061029.3375,0.9016784393390515,50.90294686952543,25.836988988668036,25.216264592527118,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.2559121395097607,0.7440878604902392,-0.48817572098047834,0.4853123036916111,-3585843982.4960737,13.850000000057909,6.750000000042631,7.10000000001528,False,False,False,0.8053376557660974,0.8053376557660974,1.6106753115321948,1.891300042427936,13426396635.404945,20.758793317502676,10.671808656406158,10.36291464792519,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.6993491929128588,0.30065080708714126,0.3986983858257174,1.5636997549396805,0.7546429686514935,1.1499999993772596,0.7499999997264882,0.3999999996507714,False,False,False,0.5697509501173623,0.5697509501173623,1.1395019002347246,1.6114630912380148,0.4958873045416974,2.8508770582819634,1.8674849398197972,1.067707825355899,,,,,,,,,,,,,,,,,,,,,,,,,,
