,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5491714641867369,0.4508285358132631,6.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,58.0,34.0,24.0,cx,20.0,10.0,False,False,400.0,400.0,8.339432001113892,87382.0,37344.0,50038.0,1121168978.0,8.420369863510132,2024-11-10 18:15:02.253373
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5725000000000005,0.42749999999999966,0.14500000000000063,1.2588235294117662,112589990684263.17,4.05,2.1000000000000005,1.9499999999999988,False,False,False,0.2485838290557677,0.2485838290557677,0.4971676581115354,0.7941394332523524,490768391446885.25,1.8020821290940088,1.1789826122551588,1.4654350889752832,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.6023809523809505,0.3976190476190496,0.20476190476190084,-351843720888319.5,-12171890884784.326,4.549999999999985,2.749999999999983,1.800000000000002,False,False,False,0.27342565684499015,0.27342565684499015,0.5468513136899803,1362684871468116.0,53056042318582.38,3.2322592717787955,2.4057223447438814,1.6000000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.45160246083209676,0.5483975391679031,-0.09679507833580633,-23703155933525.992,-8396160681184.036,5.599999999999952,2.3499999999999184,3.2500000000000346,False,False,False,0.3138413112353321,0.31384131123533215,0.6276826224706642,100563973776720.03,27127585935170.484,5.295280917949587,2.5548972582082863,3.686122624113379,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.575114100393708,0.424885899606292,0.15022820078741622,11512079639594.348,1151815761476.4983,6.649999999999001,3.2999999999992298,3.3499999999997705,False,False,False,0.28630547168539944,0.28630547168539944,0.5726109433707989,34605811646305.08,5020648505849.163,6.513639535619687,3.5227829907606214,4.1143043154338965,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5328754165514208,0.4671245834485792,0.06575083310284144,-811146383256.0137,1604646337238.8042,6.850000000001583,3.400000000000472,3.450000000001112,False,False,False,0.2890366896981894,0.28903668969818935,0.5780733793963788,3279162685591.6216,7282849944647.007,6.944602220430517,3.746998799039476,3.6534230524277924,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.7045179207106368,0.2954820792893633,0.40903584142127336,371920189362.7813,-760743180294.7927,5.249999999998896,2.7999999999983083,2.4500000000005873,False,False,False,0.5510512433594563,0.5510512433594562,1.1021024867189126,1214542050224.9216,3316002644895.903,6.729598799345841,3.8026306683723856,3.05736814924745,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.6483001575819802,0.3516998424180197,0.2966003151639605,199911205017.65826,44270181511.244644,2.9999999999635727,1.5499999999838365,1.4499999999797355,False,False,False,0.8583020548049864,0.8583020548049863,1.7166041096099727,3466024475520.934,231209069105.28717,5.787918451329225,3.106042498073039,2.7834331319041183,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,-0.22762556547657856,1.2276255654765786,-1.4552511309531568,-4103133776.535952,1860786538.1991737,1.1000000000322774,0.5000000000192865,0.6000000000129908,False,False,False,2.9528388533348777,2.9528388533348777,5.9056777066697554,17885145459.509186,8110980466.545236,3.0805843602743623,1.5329709717249265,1.6248076809978047,,,,,,,,,,,,,,,,,,,,,,,,,,
