,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5003433103532434,0.49965668964675647,4.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,63.0,28.0,35.0,cx,20.0,10.0,False,False,400.0,400.0,11.886101007461548,89229.0,37258.0,51971.0,347749838.0,11.962719917297363,2024-11-10 18:15:02.253363
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.49478535353535397,0.5052146464646461,-0.010429292929292,1.3849624060150396,140144272275379.38,6.1499999999999995,3.250000000000001,2.8999999999999977,False,False,False,0.27023116848113876,0.27023116848113876,0.5404623369622774,1.2535520727278187,368626559895205.44,3.350746185553299,2.299456457513382,1.8411952639521956,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4906206709956683,0.5093793290043319,-0.01875865800866357,1.1583760683760598,-13143587274562.871,10.549999999999983,5.5499999999999785,5.000000000000006,False,False,False,0.18374577605124381,0.18374577605124381,0.36749155210248763,0.5852718392913553,46792324166056.69,7.15873592193482,3.9808918598726057,3.521363372331804,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.45706241329790104,0.5429375867020989,-0.08587517340419784,1.0011333173620218,-751225959526.9113,18.499999999999922,8.499999999999911,10.000000000000005,False,False,False,0.14952331074438033,0.14952331074438033,0.29904662148876066,0.655368546905462,3274518041347.3174,13.143439428095052,6.3126856408346965,7.155417527999409,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5493827414246798,0.4506172585753201,0.0987654828493598,-396792918709.7617,-233589192290.21362,24.64999999999828,13.199999999998923,11.449999999999365,False,False,False,0.1912822958997505,0.1912822958997505,0.382564591799501,1729580234174.481,1018191683499.9359,21.014935165256336,11.1919614009331,9.997374655377623,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.6116108287369678,0.3883891712630322,0.22322165747393563,-232282602303.7606,-562013264646.2893,25.25000000000845,12.500000000004004,12.750000000004452,False,False,False,0.39563680383889305,0.39563680383889305,0.7912736076777861,711539974625.8577,2449759025526.27,27.165925347768315,13.351029922822917,14.088559188225991,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.53270694294382,0.46729305705617996,0.06541388588764005,-54422094601.897316,8303128776.845576,19.299999999958576,9.44999999997891,9.84999999997967,False,False,False,0.28741402070044997,0.28741402070044997,0.5748280414008999,123297206139.82986,58279477584.92407,29.327632021657127,13.55166041484606,16.041430734183468,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5369627121505396,0.46303728784946047,0.07392542430107918,447933570.67814016,-1901677258.9896595,9.950000000099488,4.800000000052097,5.15000000004739,False,False,False,0.7772571842863265,0.7772571842863264,1.554514368572653,3248063890.1131296,8289218996.7146845,21.523185173172102,9.957911427608563,11.65879496342394,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.45186203907134326,0.5481379609286567,-0.09627592185731357,-2164690891.07876,495057737.0286711,2.599999999874795,1.2999999999328253,1.2999999999419694,False,False,False,0.35548453597706625,0.35548453597706625,0.7109690719541325,8858418540.478401,2157906640.3888273,6.019966777603587,3.0347981812244886,3.1320919528385667,,,,,,,,,,,,,,,,,,,,,,,,,,
