,l,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003591363369144,0.4996408636630855,0.500054269617509,0.4999457303824911,0.5000575040135018,0.4999424959864981,0.5000610013482273,0.4999389986517727,0.5000651214663328,0.49993487853366725,0.5000705241803012,0.49992947581969904,0.5006499570579577,0.49935004294204227,0.0,complete,False,False,0.5,370.0,68265.0,34119.0,34146.0,cx,10.0,12.0,False,False,136900.0,136900.0,20.39091658592224,21462396.0,29245.0,21433151.0,130250193.0,47.413654804229736,2024-12-07 20:49:11.841269
1,1,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5009090909090909,0.49909090909090914,0.00181818181818182,1.0195281611600089,1.0115264775503763,219.99999999999994,110.19999999999997,109.79999999999998,False,False,False,0.0434940862323843,0.08683029919350768,0.04349408623238431,0.08714662086634378,0.08698817246476861,47.843494855622694,0.18383996907270136,0.1803186768902294,0.17603210264579164,0.1740261936317182,2.842170943040401e-14,1.2918958832001826e-16,9.568698971124546,0.0868302991935077,9.568698971124547,0.0871466208663438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5002020202020201,0.49979797979797996,0.0004040404040400106,1.0041960915414578,1.0024237557260536,1485.0,742.7999999999998,742.2000000000002,False,False,False,0.020304565777183523,0.04059273045115447,0.020304565777183536,0.040625545916353464,0.04060913155436704,100.5076005971563,0.08344166478094582,0.08309299895089362,0.07965717344766644,0.07946457073931863,0.0,0.0,30.15228017911753,0.04059273045115446,30.15228017911753,0.04062554591635344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5004208754208754,0.49957912457912457,0.0008417508417508747,1.0021368133735848,0.998762929617323,9503.999999999998,4755.999999999998,4747.999999999998,False,False,False,0.0074840123671363265,0.014955435983444837,0.007484012367136343,0.014980634696138122,0.014968024734272662,17.782013384315228,0.0301735968110723,0.030109258943892263,0.029764302441300277,0.02980116858432511,0.0,0.0,71.12805353726372,0.01495543598344486,71.12805353726372,0.01498063469613811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.502020202020201,0.4979797979797989,0.004040404040402157,1.008169758907648,0.9920066989193417,55440.00000000592,27832.00000000292,27608.000000003005,False,False,False,0.002635601744722715,0.005249991402968799,0.0026356017447227297,0.005292587682100401,0.005271203489445436,1.3046228636383534,0.010612865246863527,0.010526863311554363,0.010474207453890244,0.010558605567180634,0.0,0.0,146.1177607274432,0.0052499914029688075,146.1177607274432,0.00529258768210038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.499904601571269,0.5000953984287311,-0.00019079685746208638,0.9996230324696868,1.0003862032663984,285120.00000006385,142532.80000003215,142587.20000003176,False,False,False,0.0007537418053738163,0.0015077712887713016,0.0007537418053738319,0.0015071960424791794,0.001507483610747631,7.900987630507416,0.003021107148162836,0.0030222464369381668,0.00300890448365499,0.0030077428835288845,5.820766091346741e-11,2.0415144820936577e-16,214.9068635482348,0.0015077712887713308,214.9068635482348,0.0015071960424791772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4998544171877401,0.5001455828122598,-0.0002911656245195679,0.9994197218714083,1.000584387445205,1247399.999999303,623518.3999996387,623881.5999996641,False,False,False,0.0004854250033327436,0.0009711327671441244,0.0004854250033327342,0.0009705674107991646,0.0009708500066655029,3.3343565479868538,0.0019407365684541884,0.0019418633893077168,0.001942672220496531,0.0019415376102926828,2.3283064365386963e-10,1.8665275264870911e-16,605.5191491569224,0.0009711327671441184,605.5191491569224,0.0009705674107991779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000822510822504,0.49991774891774965,0.00016450216450093167,1.000329643688809,0.9996716333181827,4435200.000002474,2217964.8000012343,2217235.2000012393,False,False,False,0.0002702730531694024,0.0005404571999595915,0.000270273053169414,0.0005406350419734376,0.0005405461063387954,3.285951330663093,0.0010824845615183573,0.0010821278449038004,0.001079704868058657,0.0010800595236205935,0.0,0.0,1198.7150454176194,0.0005404571999595992,1198.7150454176194,0.0005406350419734223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
