,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49999253975618047,0.5000074602438194,0.0,complete,False,True,0.7,24.0,276.0,83.0,193.0,cx,1000.0,10.0,False,False,576.0,576.0,662.5848281383514,912770.0,795096.0,117674.0,130250193.0,662.8068776130676,2024-11-13 04:00:22.893846
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.474716666666666,0.5252833333333341,-0.05056666666666673,0.9188755404575363,1.1288585461505,119.99999999999999,56.966,63.034,False,False,False,0.04702159964668724,0.04702159964668721,0.09404319929337442,0.1706246720828465,0.22923318172876592,0.0,5.642591957602455,5.64259195760246,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5066507936507937,0.4933492063492063,0.013301587301585533,1.0323576813032211,0.9779636140797083,630.0,319.18999999999994,310.81000000000006,False,False,False,0.024178511185021605,0.02417851118502159,0.04835702237004318,0.11116730719653947,0.08876050595568258,0.0,15.232462046563585,15.232462046563585,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49770767195767246,0.5022923280423275,-0.0045846560846552935,0.9920302548310374,1.010594107025061,3023.9999999999995,1505.068,1518.9319999999998,False,False,False,0.012498824935670548,0.012498824935670552,0.02499764987134109,0.04667134022167021,0.055372323258119215,1.3642420526593924e-12,37.79644660546773,37.79644660546769,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5009444444444447,0.4990555555555553,0.0018888888888887363,1.0041746992536214,0.9965676614359649,12599.999999999874,6311.899999999939,6288.099999999938,False,False,False,0.006713879495386005,0.006713879495386006,0.013427758990772021,0.02905484969500981,0.025289210753676235,1.8189894035458565e-10,84.59488164186163,84.59488164186159,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.49964259259259314,0.5003574074074069,-0.0007148148148136455,0.9986790635087782,1.0015492160935375,43200.000000007436,21584.560000003716,21615.44000000371,False,False,False,0.0037521603288050674,0.0037521603288050687,0.007504320657610141,0.01437091183503976,0.01580634022776802,1.6007106751203537e-10,162.0933262044062,162.0933262044062,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5002075485008702,0.49979245149912976,0.0004150970017407217,1.0008715011613365,0.999209216927877,113399.99999992907,56723.53599996355,56676.463999966676,False,False,False,0.002235212596502501,0.002235212596502498,0.004470425193005,0.009161923796455253,0.00874481200489005,1.8480932340025902e-09,253.47310844322914,253.47310844322917,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999246031745938,0.5000753968254061,-0.0001507936508106358,0.9997161485555113,1.0003196368721095,201600.00000012666,100784.80000006096,100815.20000006455,False,False,False,0.001493442245450516,0.001493442245450515,0.0029868844909010307,0.005924030856752516,0.0060272899730997274,2.9103830456733704e-11,301.07795668301344,301.0779566830131,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4999825396825176,0.5000174603174823,-3.4920634964922056e-05,0.9999515566119151,1.00009116128438,181440.00000118997,90716.83200059,90723.1680005978,False,False,False,0.001633743471381236,0.0016337434713812346,0.0032674869427624723,0.006548714373517279,0.006524417685516657,2.2118911147117615e-09,296.42641544935185,296.4264154493518,,,,,,,,,,,,,,,,,,,,,,,,,
