,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.431880980745003,0.5681190192549966,8.0,random,False,0.5,20.0,50.0,25.0,25.0,pyr,1000.0,1.0,1.9280121326446533,53365.0,13428.0,39937.0,2640136520.0,2.001101016998291,2024-11-10 23:13:38.663255
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
3,3,0.40327924727370856,0.5967207527262921,-0.1934415054525835,0.6758257450092194,1.4796713611233592,47.602468252715575,19.197087565325745,28.405380687389858,False,False,False,4175,1595,2580,,,,,,,,,,,,,,,,,,,,
4,4,0.45050505523889384,0.5494949447611054,-0.09898988952221156,0.8198529568543206,1.2197309183794158,140.98262086163496,63.51338339899488,77.46923746263997,False,False,False,4614,2084,2530,,,,,,,,,,,,,,,,,,,,
5,5,0.4635830739286922,0.5364169260713084,-0.07283385214261619,0.8642215623655879,1.1571106803477027,452.7544621456956,209.88930529643326,242.86515684926258,False,False,False,5383,2508,2875,,,,,,,,,,,,,,,,,,,,
6,6,0.5069527280011877,0.493047271998812,0.01390545600237576,1.0282030888154052,0.9725705075950529,1285.5244955288204,651.7001499206862,633.8243456081339,False,False,False,4850,2373,2477,,,,,,,,,,,,,,,,,,,,
7,7,0.5099051549708039,0.4900948450291959,0.01981030994160803,1.0404213799482587,0.9611490298764633,3548.8391864515143,1809.5713953340212,1739.2677911174926,False,False,False,3981,2070,1911,,,,,,,,,,,,,,,,,,,,
8,8,0.5005811862318635,0.49941881376813596,0.0011623724637276327,1.0023274502915849,0.9976779541546948,9520.796931111632,4765.931821648547,4754.86510946308,False,False,False,3109,1536,1573,,,,,,,,,,,,,,,,,,,,
9,9,0.4983891129729217,0.5016108870270778,-0.0032217740541560717,0.9935771448796682,1.0064643748635238,23142.1441475113,11533.792693969648,11608.35145354164,False,False,False,2170,1100,1070,,,,,,,,,,,,,,,,,,,,
10,10,0.4943341277025357,0.5056658722974643,-0.011331744594928623,0.9775904501060285,1.0229232495996057,48840.371250665514,24143.46231886574,24696.908931799775,False,False,False,1348,670,678,,,,,,,,,,,,,,,,,,,,
11,11,0.5021370526939795,0.49786294730601893,0.00427410538796055,1.0085849035584755,0.9914881696838943,98841.89970176626,49632.18019891884,49209.71950284726,False,False,False,765,382,383,,,,,,,,,,,,,,,,,,,,
12,12,0.5196093282296351,0.48039067177036376,0.03921865645927139,1.0816390882752585,0.9245228014037131,160667.04739652228,83484.09656634589,77182.95083017621,False,False,False,340,175,165,,,,,,,,,,,,,,,,,,,,
13,13,0.4938170755985858,0.5061829244014132,-0.0123658488028274,0.9755703951936928,1.0250413552180997,244856.24889378046,120914.19677076612,123942.05212301409,False,False,False,165,82,83,,,,,,,,,,,,,,,,,,,,
14,14,0.5366572393921695,0.46334276060783036,0.07331447878433911,1.158229468586414,0.8633867701712609,365375.9790620022,196081.66426362522,169294.31479837693,False,False,False,68,36,32,,,,,,,,,,,,,,,,,,,,
15,15,0.5351287437033284,0.464871256296671,0.07025748740665738,1.1511332147449884,0.8687091877733115,504632.82647701236,270043.5304641033,234589.29601290872,False,False,False,25,13,12,,,,,,,,,,,,,,,,,,,,
16,16,0.24078233959825235,0.759217660401748,-0.5184353208034955,0.31714533546392987,3.1531285129487068,304583.49232359434,73338.32588468138,231245.16643891306,False,False,False,6,2,4,,,,,,,,,,,,,,,,,,,,
17,17,0.0,1.0,-1.0,0.0,,171382.07974856775,0.0,171382.07974856775,False,True,False,1,0,1,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
