,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5268407109284937,0.4731592890715069,2.0,random,False,0.5,20.0,50.0,21.0,29.0,pyr,1000.0,1.0,1.8466401100158691,53315.0,13428.0,39887.0,1535995910.0,1.9336051940917969,2024-11-10 17:30:14.598569
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
3,3,0.43230636549222806,0.5676936345077724,-0.13538726901554435,0.7615134981512801,1.3131743592565222,57.58802009272135,24.895667662177768,32.69235243054361,False,False,False,5563,2174,3389,,,,,,,,,,,,,,,,,,,,
4,4,0.4559378605801961,0.544062139419804,-0.08812427883960793,0.838025342227296,1.193281336030017,202.1755106976171,92.17946980918009,109.99604088843704,False,False,False,6192,2821,3371,,,,,,,,,,,,,,,,,,,,
5,5,0.4820982055636357,0.5179017944363639,-0.035803588872728206,0.9308679961001226,1.0742661732807512,523.914293890765,252.57814095387704,271.3361529368877,False,False,False,5130,2500,2630,,,,,,,,,,,,,,,,,,,,
6,6,0.5015454559087524,0.49845454409124756,0.0030909118175048572,1.0062009903493607,0.9938372249591926,1642.3512483408094,823.7138056114,818.6374427294095,False,False,False,4596,2291,2305,,,,,,,,,,,,,,,,,,,,
7,7,0.506869822478401,0.4931301775215984,0.013739644956802648,1.0278621053488475,0.9728931486005203,4242.496187032609,2150.3932891865115,2092.1028978460945,False,False,False,3533,1778,1755,,,,,,,,,,,,,,,,,,,,
8,8,0.5000358424156601,0.4999641575843405,7.168483131967427e-05,1.0001433799408062,0.9998566406140541,10253.741794709322,5127.238416230139,5126.503378479189,False,False,False,2473,1231,1242,,,,,,,,,,,,,,,,,,,,
9,9,0.5143658787930497,0.4856341212069509,0.02873175758609891,1.0591633831549803,0.9441414005658434,22707.77336541156,11680.103802533326,11027.669562878247,False,False,False,1621,827,794,,,,,,,,,,,,,,,,,,,,
10,10,0.4930647814114207,0.5069352185885789,-0.013870437177158258,0.9726386396751509,1.0281310645174322,49607.69869908157,24459.809115386273,25147.88958369528,False,False,False,987,495,492,,,,,,,,,,,,,,,,,,,,
11,11,0.47323189579993186,0.5267681042000664,-0.053536208400134504,0.89836854590611,1.1131289096852592,88669.02063135926,41961.008732101414,46708.01189925769,False,False,False,527,261,266,,,,,,,,,,,,,,,,,,,,
12,12,0.4815858698429147,0.5184141301570866,-0.03682826031417197,0.928959767545278,1.0764728839037256,145809.6073080172,70219.84656688527,75589.76074113212,False,False,False,243,131,112,,,,,,,,,,,,,,,,,,,,
13,13,0.48446124138956764,0.5155387586104336,-0.031077517220866057,0.9397183689842614,1.0641486141011554,177338.30771214052,85913.53670014873,91424.77101199202,False,False,False,99,42,57,,,,,,,,,,,,,,,,,,,,
14,14,0.6045683993692976,0.39543160063070304,0.2091367987385946,1.5288823614628342,0.6540725599340425,240131.355111996,145175.82899843983,94955.52611355633,False,False,False,31,21,10,,,,,,,,,,,,,,,,,,,,
15,15,0.5522341850886601,0.44776581491134065,0.1044683701773194,1.2333102856411773,0.8108259629733947,102618.57799850969,56669.4867959641,45949.091202545664,False,False,False,5,2,3,,,,,,,,,,,,,,,,,,,,
16,16,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
17,17,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
