,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.42572849195435963,0.57427150804564,6.0,random,False,0.5,20.0,50.0,29.0,21.0,pyr,1000.0,1.0,1.9267289638519287,53595.0,13428.0,40167.0,1121168978.0,2.0224809646606445,2024-11-10 23:13:13.702058
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
3,3,0.45310486808681066,0.5468951319131901,-0.09379026382637938,0.8285041165053433,1.206994606397409,65.04116063179775,29.470466508283785,35.570694123514016,False,False,False,5539,2435,3104,,,,,,,,,,,,,,,,,,,,
4,4,0.44500135116051626,0.554998648839484,-0.10999729767896775,0.8018061883412242,1.2471841880751744,193.05746556798331,85.91083302937741,107.14663253860594,False,False,False,5376,2414,2962,,,,,,,,,,,,,,,,,,,,
5,5,0.5444754009128152,0.45552459908718407,0.0889508018256312,1.1952711269685057,0.8366302652488895,592.2389029037615,322.45951409469143,269.7793888090697,False,False,False,5733,3332,2401,,,,,,,,,,,,,,,,,,,,
6,6,0.4828844000912001,0.5171155999087999,-0.03423119981759976,0.9338035831376256,1.070889015696375,1524.8838819628613,736.3426385503767,788.5412434124846,False,False,False,4342,2056,2286,,,,,,,,,,,,,,,,,,,,
7,7,0.47616087940253016,0.5238391205974704,-0.04767824119494021,0.9089830459005042,1.1001305299477042,3929.754707928157,1871.1954575633044,2058.559250364855,False,False,False,3405,1578,1827,,,,,,,,,,,,,,,,,,,,
8,8,0.529828415659798,0.470171584340202,0.05965683131959593,1.1268831067349874,0.8874034884570979,9990.86260667345,5293.4429059685135,4697.419700704937,False,False,False,2649,1397,1252,,,,,,,,,,,,,,,,,,,,
9,9,0.5094548977435827,0.49054510225641745,0.01890979548716521,1.0385485359046163,0.9628822971946717,22020.252325904934,11218.325396981787,10801.92692892315,False,False,False,1749,897,852,,,,,,,,,,,,,,,,,,,,
10,10,0.49955421584447024,0.5004457841555295,-0.000891568311059333,0.9982184517498458,1.0017847278288947,45741.6631296991,22850.44065617875,22891.22247352034,False,False,False,1092,555,537,,,,,,,,,,,,,,,,,,,,
11,11,0.4999378169549392,0.500062183045061,-0.00012436609012182758,0.9997512987497584,1.00024876311794,86466.23378942382,43227.74016099994,43238.493628423894,False,False,False,622,306,316,,,,,,,,,,,,,,,,,,,,
12,12,0.519409615152113,0.4805903848478864,0.038819230304226605,1.08077404693919,0.9252627807191092,133994.97769423987,69598.2797964811,64396.6978977587,False,False,False,288,139,149,,,,,,,,,,,,,,,,,,,,
13,13,0.5442267036942059,0.45577329630579316,0.08845340738841273,1.194073255509613,0.8374695567343686,221111.1300408116,120334.5814522118,100776.54858859959,False,False,False,136,72,64,,,,,,,,,,,,,,,,,,,,
14,14,0.4501264633031249,0.5498735366968756,-0.09974707339375069,0.8185999748361459,1.2215978875398377,215297.0548672584,96910.90186697786,118386.15300028065,False,False,False,51,20,31,,,,,,,,,,,,,,,,,,,,
15,15,0.42517903221369613,0.5748209677863027,-0.14964193557260647,0.7396720997341247,1.3519504120264239,241708.68330792317,102769.46404650954,138939.21926141332,False,False,False,14,9,5,,,,,,,,,,,,,,,,,,,,
16,16,0.0,1.0,-1.0,0.0,,101427.95611621342,0.0,101427.95611621342,False,True,False,3,0,3,,,,,,,,,,,,,,,,,,,,
17,17,0.0,1.0,-1.0,0.0,,32254.62461111579,0.0,32254.62461111579,False,True,False,1,0,1,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
