,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.3865917458422238,0.6134082541577762,10.0,random,False,0.5,20.0,50.0,26.0,24.0,pyr,1000.0,1.0,1.9408059120178223,53697.0,13479.0,40218.0,2548891259.0,2.022386312484741,2024-11-10 23:13:43.025253
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
3,3,0.2675141284973261,0.7324858715026737,-0.46497174300534755,0.3652140456286598,2.738120321409473,51.54351850581955,13.788619432770117,37.75489907304942,False,False,False,4408,1045,3363,,,,,,,,,,,,,,,,,,,,
4,4,0.4505247653543307,0.5494752346456697,-0.09895046929133901,0.8199182364330807,1.2196338068419301,193.41629035152022,87.13882882632375,106.27746152519656,False,False,False,5556,2497,3059,,,,,,,,,,,,,,,,,,,,
5,5,0.5117672375824639,0.48823276241753527,0.023534475164928563,1.0482033918584144,0.954013322001418,600.0691019729832,307.0957066753034,292.97339529767925,False,False,False,5806,2975,2831,,,,,,,,,,,,,,,,,,,,
6,6,0.47740669740942543,0.5225933025905749,-0.04518660518114945,0.9135338991962726,1.0946501283420356,1750.7811862836343,835.8346640302259,914.946522253409,False,False,False,4723,2240,2483,,,,,,,,,,,,,,,,,,,,
7,7,0.5168927654854719,0.48310723451452764,0.033785530970944305,1.0699338129450602,0.93463725316563,5162.244436120188,2668.3268026981546,2493.917633422031,False,False,False,3970,2076,1894,,,,,,,,,,,,,,,,,,,,
8,8,0.49982840182573,0.5001715981742699,-0.0003431963485399117,0.9993138427895694,1.0006866283454208,12806.64864480148,6401.126724874775,6405.521919926705,False,False,False,2751,1351,1400,,,,,,,,,,,,,,,,,,,,
9,9,0.5171925889288967,0.48280741107110353,0.03438517785779323,1.0712192420193178,0.9335157181408869,30265.612174485843,15653.15031604027,14612.461858445582,False,False,False,1778,934,844,,,,,,,,,,,,,,,,,,,,
10,10,0.47381448587589686,0.5261855141241029,-0.052371028248205956,0.9004704104494712,1.1105306608585268,67568.42662430636,32014.89932243898,35553.52730186736,False,False,False,1068,517,551,,,,,,,,,,,,,,,,,,,,
11,11,0.5413387655300298,0.4586612344699688,0.08267753106006101,1.1802583799252264,0.8472721033027985,118752.69674717572,64285.43826047809,54467.258486697465,False,False,False,571,291,280,,,,,,,,,,,,,,,,,,,,
12,12,0.5393896358518677,0.4606103641481318,0.07877927170373597,1.1710323471540485,0.8539473759459274,158107.48742885233,85281.54006970242,72825.94735914984,False,False,False,236,125,111,,,,,,,,,,,,,,,,,,,,
13,13,0.44320002575256684,0.5567999742474335,-0.11359994849486664,0.7959770945600214,1.2563175584251616,244450.10530004444,108340.29296419738,136109.81233584715,False,False,False,101,46,55,,,,,,,,,,,,,,,,,,,,
14,14,0.3436148319489693,0.6563851680510311,-0.3127703361020618,0.5234957288405011,1.9102352605911719,158038.25056566636,54304.28690963055,103733.96365603588,False,False,False,23,9,14,,,,,,,,,,,,,,,,,,,,
15,15,0.15750653609138124,0.8424934639086198,-0.6849869278172386,0.18695282852480982,5.348942874471106,164939.89517125816,25979.11155170041,138960.78361955791,False,False,False,8,2,6,,,,,,,,,,,,,,,,,,,,
16,16,0.0,1.0,-1.0,0.0,,62094.223348436455,0.0,62094.223348436455,False,True,False,1,0,1,,,,,,,,,,,,,,,,,,,,
17,17,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
