,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.4493087731340706,0.5506912268659298,9.0,random,False,0.5,20.0,50.0,22.0,28.0,pyr,1000.0,1.0,2.5205397605895996,53698.0,13479.0,40219.0,1846011679.0,2.605832815170288,2024-11-10 17:30:08.094939
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
3,3,0.5327932026861282,0.4672067973138715,0.06558640537225668,1.140379818421596,0.8769008218543395,56.258438847141214,29.974113811490056,26.28432503565114,False,False,False,4735,2732,2003,,,,,,,,,,,,,,,,,,,,
4,4,0.49538963964507543,0.5046103603549243,-0.009220720709848878,0.9817270483638835,1.0186130673149627,178.9234670874136,88.63683188448134,90.28663520293222,False,False,False,5064,2364,2700,,,,,,,,,,,,,,,,,,,,
5,5,0.5196004164743312,0.48039958352566886,0.039200832948662334,1.0816004723837729,0.924555809222299,592.2650178228507,307.74114992393044,284.52386789892034,False,False,False,5338,2601,2737,,,,,,,,,,,,,,,,,,,,
6,6,0.4788452590614664,0.5211547409385328,-0.042309481877066416,0.918815893719258,1.088357316014766,1692.3932434163632,810.3944810775838,881.9987623387781,False,False,False,4898,2348,2550,,,,,,,,,,,,,,,,,,,,
7,7,0.5163766768802431,0.4836233231197574,0.03275335376048575,1.067724925979997,0.9365708111404849,4642.276282820095,2397.1632000826085,2245.113082737489,False,False,False,3933,2084,1849,,,,,,,,,,,,,,,,,,,,
8,8,0.5083226882475879,0.49167731175241197,0.016645376495175893,1.0338542700614948,0.9672543113262171,10702.316078252545,5440.230079372715,5262.0859988798275,False,False,False,2822,1442,1380,,,,,,,,,,,,,,,,,,,,
9,9,0.4910596391167857,0.5089403608832154,-0.017880721766429727,0.9648667640833211,1.036412525775056,24392.71201732226,11978.27636030595,12414.435657016336,False,False,False,1868,919,949,,,,,,,,,,,,,,,,,,,,
10,10,0.5188477947701579,0.4811522052298426,0.0376955895403153,1.0783444181084205,0.9273474997479484,50511.57613477121,26207.81988789098,24303.756246880257,False,False,False,1171,580,591,,,,,,,,,,,,,,,,,,,,
11,11,0.5391345116353201,0.4608654883646781,0.07826902327064207,1.1698305150779886,0.854824683670808,87189.02133845337,47006.61043926857,40182.41089918465,False,False,False,602,316,286,,,,,,,,,,,,,,,,,,,,
12,12,0.47026239533412095,0.52973760466588,-0.05947520933175906,0.8877270391833487,1.1264723905671896,158034.46848435837,74317.66769480902,83716.80078954951,False,False,False,339,168,171,,,,,,,,,,,,,,,,,,,,
13,13,0.5213935427391556,0.47860645726084594,0.04278708547830967,1.0893993067356178,0.9179370629457233,185797.39351191474,96873.56123487823,88923.8322770368,False,False,False,152,84,68,,,,,,,,,,,,,,,,,,,,
14,14,0.5182580270530163,0.48174197294698334,0.036516054106032994,1.0758000260650977,0.9295407843199744,244097.82126929256,126505.65525896336,117592.1660103291,False,False,False,54,26,28,,,,,,,,,,,,,,,,,,,,
15,15,0.484657317443597,0.5153426825564038,-0.030685365112806822,0.940456387271108,1.0633135289789117,241485.71356862184,117037.8181391211,124447.89542950095,False,False,False,17,9,8,,,,,,,,,,,,,,,,,,,,
16,16,0.3997727642222791,0.6002272357777202,-0.20045447155544108,0.6660356951385081,1.5014210308833988,133484.39107419018,53363.424000256724,80120.96707393335,False,False,False,4,2,2,,,,,,,,,,,,,,,,,,,,
17,17,0.30413140989490817,0.6958685901050923,-0.39173718021018405,0.4370529353092044,2.288052359818895,336616.2405948185,102375.57184562577,234240.66874919288,False,False,False,3,1,2,,,,,,,,,,,,,,,,,,,,
18,18,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
19,19,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,
