,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741675228959045,0.52583247710885,0.4712194866047393,0.5287805133954093,0.4771638413701485,0.5228361586299483,0.48295177706388026,0.5170482229361799,0.48842665951208697,0.5115733404879489,0.4934660431511933,0.5065339568488271,0.5062675467464923,0.49373245325350806,0.0,dataset,True,1915,False,cow,False,0.6666666666666666,34.0,72.0,22.0,50.0,cx,20.0,10.0,False,False,1156.0,1156.0,5.195096015930176,95589.0,31592.0,63997.0,130250193.0,5.574930906295776,2024-12-08 17:16:59.621022
1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5208333333333335,0.4791666666666666,0.5228687248424092,0.47713127515759063,0.04573744968481855,1.193771043771045,0.9452701619368279,7.199999999999998,3.75,3.4499999999999984,False,False,False,0.19670292080642823,0.3761994387132522,0.19670292080642798,0.4122616375157118,0.393405841612856,8.60139435678762,0.6921738617239268,0.5798212859455819,0.4944485540828304,0.523076443108837,5.617828762075255,0.7802539947326744,2.93044365241852,0.7814516406449387,3.073678577860735,0.8909213269161554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.47520661157024735,0.524793388429753,0.4063859681440851,0.593614031855919,-0.18722806371183778,0.819687066745884,1.3092568542568688,12.099999999999982,5.749999999999984,6.350000000000001,False,False,False,0.1787794715616167,0.4399253064225633,0.17877947156162577,0.30117123579891864,0.3575589431232515,1.9097507928809727,0.4731338188510362,0.5772127413567149,0.6245246674405177,0.47700698713927797,13.718236038208405,1.1337385155544153,6.803491750564559,1.1832159566199265,7.101232287427291,1.118304297232644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5080906148867308,0.4919093851132693,0.49352813852813016,0.506471861471868,-0.012943722943747281,0.9379878129878113,1.0158109557158868,15.449999999999871,7.849999999999926,7.599999999999947,False,False,False,0.2115801547982892,0.4287094053629721,0.21158015479831527,0.4177530301159041,0.4231603095965999,32.692318232986885,0.4163475565129891,0.4438730980808589,0.5261298095402485,0.5179406725038337,25.43319681046789,1.6461616058555406,13.447211606872173,1.7130205868627133,12.101239605924649,1.5922683692006228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4878892733563942,0.5121107266436071,0.5480981817379519,0.4519018182621042,0.09619636347587096,0.9677231498660256,0.9664200140943863,14.449999999999761,7.0499999999997796,7.400000000000001,False,False,False,0.1808912270679079,0.33003434985739977,0.18089122706776808,0.4002887790171509,0.36178245413582444,3.7608745389483538,0.2583555207652904,0.2669725538766515,0.44927555285691595,0.4648864327152035,30.327339151333536,2.0987777959400717,14.924727803212802,2.1169826671224494,15.489996772110967,2.093242807042022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4689655172413992,0.531034482758601,0.5090447590451548,0.4909552409548452,0.018089518090309564,1.1321428571454064,1.0216817496214952,7.249999999998975,3.3999999999996633,3.849999999999313,False,False,False,0.09292343472586562,0.18254472337593175,0.09292343472586562,0.18927068493075133,0.18584686945173123,10.273732474459239,0.5050383901381311,0.44609069160365394,0.3147577426845644,0.30807807108345964,19.423889929663382,2.6791572316780865,9.057593499374581,2.663998088051611,10.374367450593269,2.6946408962584725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.4444444444574405,0.5555555555552122,0.3650793650776956,0.6349206349507728,-0.2698412699015456,0.9166666666463495,0.9166666666680297,1.3500000000100805,0.6000000000220249,0.7500000000051367,False,False,False,0.2758436062987192,0.7555716172564685,0.27584360633639726,0.4344536799592034,0.5516872126727945,2.044487905330728,0.8249579113534888,0.8999540851328436,0.41666666665074453,0.4545454545274091,3.581549943872636,2.6529999584043646,1.800000000066075,3.0000000000000004,1.9716744153143086,2.628899220401073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
