,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.5212971217458086,0.4787028782541913,0.0,complete,False,True,0.5,20.0,190.0,95.0,95.0,pyr,1000.0,,3.730916976928711,109697.0,31199.0,78498.0,130250193.0,3.752209901809693,2024-11-12 01:19:16.620202
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5110294117647064,0.4889705882352946,0.0220588235294118,1.045112781954887,0.9568345323741008,1136.355555555556,580.711111111112,555.6444444444453,False,False,False,25568,13066,12502,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4995324027570919,0.5004675972429089,-0.0009351944858169,0.998131358571526,1.001872139786439,14435.500000003552,7211.000000001774,7224.500000001789,False,False,False,28871,14422,14449,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5019533275713047,0.4980466724286961,0.0039066551426085,1.0078439539080906,0.9922170948412458,185119.9999999828,92921.59999999127,92198.39999999164,False,False,False,28925,14519,14406,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5017697753154823,0.4982302246845185,0.0035395506309637,1.007104247104248,0.9929458671982816,2310400.000000714,1159288.8888892485,1151111.1111114672,False,False,False,25992,13042,12950,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5084880885387257,0.4915119114612717,0.016976177077454,1.034538689056352,0.9666144056073378,27851755.102040105,14162285.714285076,13689469.38775496,False,False,False,21324,10843,10481,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.501157479822312,0.4988425201776899,0.0023149596446221,1.0046406622350428,0.99538077403246,319659999.9999624,160199999.99998137,159459999.99998155,False,False,False,15983,8010,7973,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5038636998417282,0.4961363001582715,0.0077273996834566,1.0155751548132872,0.9846637102734648,3394686419.753412,1710459259.2594235,1684227160.4939866,False,False,False,10741,5412,5329,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5085756897837423,0.4914243102162575,0.0171513795674848,1.0349013657056103,0.966275659824051,34329599999.99833,17459199999.99911,16870399999.999212,False,False,False,6705,3410,3295,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.5063053394150802,0.4936946605849211,0.012610678830159,1.025543478260871,0.9750927397986208,315408925619.8438,159693223140.5008,155715702479.3434,False,False,False,3727,1887,1840,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.5182561307901902,0.4817438692098099,0.0365122615803802,1.0757918552036172,0.9295478443743452,2609777777777.7886,1352533333333.3374,1257244444444.4514,False,False,False,1835,951,884,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.4875444839857663,0.5124555160142364,-0.0249110320284702,0.9513888888888882,1.0510948905109496,20431526627218.65,9961278106508.76,10470248520709.943,False,False,False,843,411,432,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.5121212121212124,0.487878787878788,0.0242424242424243,1.0496894409937891,0.9526627218934908,137926530612243.72,70635102040815.77,67291428571428.02,False,False,False,330,169,161,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.5096153846153844,0.4903846153846162,0.019230769230768,1.0392156862745074,0.9622641509433985,757304888888876.1,385934222222215.5,371370666666661.06,False,False,False,104,53,51,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.5757575757575767,0.4242424242424233,0.1515151515151533,1.357142857142862,0.7368421052631552,4223999999999929.0,2431999999999963.0,1791999999999966.2,False,False,False,33,19,14,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.3076923076923064,0.6923076923076946,-0.3846153846153881,0.4444444444444412,2.2500000000000164,2.9479861591694744e+16,9070726643598346.0,2.0409134948096428e+16,False,False,False,13,4,9,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.749999999999999,0.25,0.499999999999999,2.999999999999996,0.3333333333333337,1.618172839506132e+17,1.2136296296295971e+17,4.04543209876533e+16,False,False,False,4,3,1,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.5,0.5,0.0,1.0,1.0,1.4523213296398377e+18,7.261606648199188e+17,7.261606648199188e+17,False,False,False,2,1,1,,,,,,,,,,,,,,,,,,,,,
20,20,20,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
