,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5482556158350028,0.4517443841649971,0.0,complete,False,True,0.9,30.0,435.0,43.0,392.0,cx,1.0,10.0,True,False,900.0,900.0,17957.306111574173,198786.0,34932.0,163854.0,130250193.0,17957.36912560463,2024-11-12 18:33:56.348192
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1.0,0.0,1.0,,0.0,217.5,217.5,0.0,False,False,True,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.2349753694581281,0.7650246305418719,-0.5300492610837438,0.30714745653573733,3.255765199161425,4059.9999999999995,954.0,3105.9999999999995,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.712436903241501,0.28756309675849906,0.4248738064830019,2.4774976736316723,0.4036330732590101,82215.0,58573.0,23642.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.32978962289307123,0.6702103771069288,-0.34042075421385765,0.4920688102691894,2.0322361001766067,1710071.9999999998,563964.0,1146107.9999999998,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.636183290528301,0.363816709471699,0.27236658105660205,1.7486368106954395,0.5718740414725092,35626500.000197336,22664984.000132058,12961516.000065278,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.39130977721016036,0.6086902227898396,-0.2173804455796793,0.6428717967846619,1.55552009747748,732888000.0,286786240.0,446101760.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5865144828209963,0.4134855171790038,0.1730289656419924,1.418464392229452,0.7049877356655133,14749371000.0,8650719704.0,6098651296.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.43132563320459477,0.5686743667954053,-0.13734873359081046,0.7584756028923928,1.3184339696446017,288432143953.41534,124408177127.2657,164023966826.14966,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5543594647544875,0.4456405352455125,0.10871892950897495,1.2439610423882996,0.8038836956502149,5451367527731.91,3022017184853.4556,2429350342878.4546,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
