,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.502501922613436,0.497498077386564,0.0,complete,False,True,0.9,11.0,55.0,5.0,50.0,cx,1000.0,10.0,False,False,121.0,121.0,546.6786184310913,830900.0,795696.0,35204.0,130250193.0,546.8416547775269,2024-11-13 04:13:22.734026
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.23670000000000005,0.763300000000001,-0.5266,0.3138953805554507,3.4057013574660693,119.99999999999999,28.404,91.59599999999999,False,False,False,0.04197617048861072,0.04197617048861066,0.08395234097722144,0.06917245172338773,1.0586366621659826,0.0,5.037140458633245,5.037140458633245,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.7127555555555469,0.2872444444444424,0.42551111111111267,2.5942311661506556,0.40806756848848547,630.0,449.036,180.96400000000003,False,False,False,0.044241677599126804,0.0442416775991268,0.08848335519825387,0.75273513883775,0.08182565002901676,0.0,27.872256887449897,27.87225688744989,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.3324867724867751,0.6675132275132277,-0.33502645502645445,0.5043498880510703,2.0846656794446314,3023.9999999999995,1005.4400000000002,2018.56,False,False,False,0.04518574278183381,0.045185742781834175,0.09037148556366831,0.09275062330615083,0.577755884449058,1.3642420526593924e-12,136.64168617226642,136.641686172266,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.6294596825396863,0.3705403174603101,0.2589193650793802,1.7550913696691954,0.5959847333619769,12599.999999999874,7931.191999999976,4668.807999999868,False,False,False,0.04536784422467671,0.045367844224676594,0.09073568844935316,0.4661534817041279,0.10202559195934349,1.8189894035458565e-10,571.6348372309126,571.6348372309094,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4014814814814753,0.5985185185185231,-0.1970370370370484,0.6789188514058989,1.53379073482714,43200.000000007436,17344.000000002714,25856.000000004336,False,False,False,0.04482785240412479,0.044827852404124825,0.08965570480824958,0.10892963440045975,0.38850528161397935,1.6007106751203537e-10,1936.5632238585192,1936.5632238585188,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5736744973544428,0.4263255026455566,0.14734899470888652,1.3799181439039807,0.751980951015434,113399.99999992907,65054.6879999543,48345.31199997672,False,False,False,0.04415729534158595,0.04415729534158594,0.08831459068317188,0.3329665968104422,0.11509692806431351,1.8480932340025902e-09,5007.437291732797,5007.437291732797,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.44608761904753974,0.5539123809524612,-0.1078247619049209,0.8148580319593537,1.2701351320260492,201600.00000012666,89931.26400004045,111668.73600008634,False,False,False,0.043560808864525034,0.043560808864525034,0.08712161772905007,0.12135639787441536,0.29243330408011237,2.9103830456733704e-11,8781.859067093768,8781.859067093761,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.5382169312168187,0.4617830687831812,0.0764338624336392,1.189725870597805,0.8680638940010703,181440.00000118997,97654.08000061903,83785.92000056877,False,False,False,0.04286996705367293,0.04286996705367292,0.08573993410734584,0.2619105761089062,0.12685793083432229,2.2118911147117615e-09,7778.326822269333,7778.326822269335,,,,,,,,,,,,,,,,,,,,,,,,,
