,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.9490455395830796,0.0509544604169198,0.0,complete,False,True,0.5,132.0,8646.0,4323.0,4323.0,pyr,1000.0,,133.92529845237732,3505520.0,707246.0,2798274.0,130250193.0,134.0373237133026,2024-11-15 01:51:13.628090
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5011768113842915,0.4988231886157086,0.0023536227685828,1.0047183507549329,0.9953038075283612,374265.58400053286,187573.23200026675,186692.3520002661,False,False,False,193319,96887,96432,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4996983887610118,0.5003016112389889,-0.000603222477977,0.9987942823600284,1.001207173149933,36221621.040118605,18099885.67205923,18121735.3680594,False,False,False,251980,125914,126066,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5003686143703909,0.49963138562961,0.0007372287407808,1.0014755452959625,0.9985266287300842,3706260801.910799,1854496581.9474003,1851764219.963402,False,False,False,305197,152711,152486,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4995723617847722,0.500427638215225,-0.0008552764304527,0.998290908884443,1.0017120171087872,391766364860.681,195715648161.2852,196050716699.3947,False,False,False,351933,175816,176117,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4996835006866,0.5003164993133984,-0.0006329986267984,0.9987348036139782,1.0012667991357105,42295719785726.45,21134473326591.285,21161246459135.1,False,False,False,391786,195769,196017,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4997511716161122,0.5002488283838886,-0.0004976567677763,0.9990051815425852,1.0009958091066942,4625834440313608.0,2311766181248888.5,2314068259064723.5,False,False,False,423987,211888,212099,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4994255450629238,0.5005744549370789,-0.0011489098741551,0.9977048172098604,1.002300462772705,5.100675533479277e+17,2.5474076584970077e+17,2.5532678749822832e+17,False,False,False,448251,223868,224383,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4994515689008211,0.5005484310991727,-0.0010968621983515,0.9978086791802684,1.00219613325225,5.6458728566110175e+19,2.8198400560489333e+19,2.826032800562049e+19,False,False,False,464051,231771,232280,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.4999915245618218,0.500008475438184,-1.6950876362252493e-05,0.9999660988219302,1.0000339023273987,6.264000339557493e+21,3.13194707963112e+21,3.132053259926409e+21,False,False,False,471952,235972,235980,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.5007198790518536,0.4992801209481517,0.0014397581037019,1.0028836679917634,0.9971246236390132,6.942741474401178e+23,3.476368671350446e+23,3.4663728030507694e+23,False,False,False,471607,236143,235464,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.5004831249812132,0.4995168750187839,0.0009662499624292,1.0019343690088407,0.9980693655506055,7.711227101142416e+25,3.8593390370195774e+25,3.851888064122816e+25,False,False,False,465718,233084,232634,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.5005086739389034,0.4994913260610987,0.0010173478778047,1.0020367678570663,0.9979673721340364,8.539579308104629e+27,4.274133515495546e+27,4.2654457926091006e+27,False,False,False,453139,226800,226339,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.49902784249901,0.5009721575009871,-0.0019443150019771,0.9961189160458018,1.0038962054546705,9.439941478768327e+29,4.710793629466672e+29,4.729147849301628e+29,False,False,False,435629,217391,218238,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.4993344502607618,0.5006655497392315,-0.0013310994784697,0.9973413399840212,1.0026657473318226,1.0368855780320688e+32,5.177526900899553e+31,5.191328879421066e+31,False,False,False,412441,205946,206495,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.500273174285193,0.4997268257148127,0.0005463485703802,1.001093294460626,0.9989078995267718,1.129885773049543e+34,5.652515422631742e+33,5.646342307863756e+33,False,False,False,384370,192290,192080,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.50088969981811,0.4991103001818908,0.0017793996362192,1.0035651430867505,0.9964475220056124,1.2254028111754272e+36,6.137916462459279e+35,6.116111649295003e+35,False,False,False,354052,177341,176711,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.5014350626406358,0.4985649373593612,0.0028701252812745,1.005756773222915,0.9942761775250416,1.3229203354740712e+38,6.633586412870117e+37,6.595616941870554e+37,False,False,False,322634,161780,160854,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.4997005596436896,0.5002994403562933,-0.0005988807126036,0.9988029554616789,1.0011984791712674,1.4192327467926335e+40,7.0919139783693e+39,7.100413489556796e+39,False,False,False,290542,145184,145358,,,,,,,,,,,,,,,,,,,,,
21,21,21,0.5003388281579735,0.4996611718420242,0.0006776563159492,1.0013562316908695,0.998645605182304,1.510318676569894e+42,7.556710767800821e+41,7.546475997898084e+41,False,False,False,258243,129209,129034,,,,,,,,,,,,,,,,,,,,,
22,22,22,0.4991228379498246,0.5008771620501786,-0.001754324100354,0.996497496325899,1.0035148143241852,1.5958072585363438e+44,7.965038477015893e+43,7.993034108347595e+43,False,False,False,226868,113235,113633,,,,,,,,,,,,,,,,,,,,,
23,23,23,0.4987794170638029,0.5012205829361966,-0.0024411658723937,0.995129557812464,1.0048942794928557,1.6738579564276516e+46,8.348858957545925e+45,8.389720606730584e+45,False,False,False,197037,98278,98759,,,,,,,,,,,,,,,,,,,,,
24,24,24,0.4987351624829819,0.5012648375170262,-0.0025296750340442,0.9949534161490864,1.005072181037828,1.7465076484431358e+48,8.710447758240581e+47,8.754628726190921e+47,False,False,False,169587,84579,85008,,,,,,,,,,,,,,,,,,,,,
25,25,25,0.5008801596762064,0.499119840323795,0.0017603193524113,1.003526847081994,0.9964855478533045,1.807742567902908e+50,9.054623860646835e+49,9.022801818382264e+49,False,False,False,144292,72273,72019,,,,,,,,,,,,,,,,,,,,,
26,26,26,0.498117612244574,0.5018823877554311,-0.0037647755108571,0.9924986897274992,1.007558005214657,1.8600643852104745e+52,9.265308301822133e+51,9.335335550282709e+51,False,False,False,121654,60598,61056,,,,,,,,,,,,,,,,,,,,,
27,27,27,0.4992427616926508,0.500757238307352,-0.0015144766147011,0.9969756271126096,1.0030335474660994,1.8907039962864547e+54,9.439202846493809e+53,9.46783711637079e+53,False,False,False,101025,50436,50589,,,,,,,,,,,,,,,,,,,,,
28,28,28,0.4979759994251406,0.5020240005748673,-0.0040480011497266,0.9919366381983904,1.008128908128905,1.918033344388877e+56,9.551345716027961e+55,9.628987727860964e+55,False,False,False,83498,41580,41918,,,,,,,,,,,,,,,,,,,,,
