,l,k_pos_bal,k_neg_bal,avg_pos_k_bal,avg_neg_k_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_k_bal,std_pos_k_bal_perc,std_neg_k_bal,std_neg_k_bal_perc,std_rel_signed_clust_coeff,std_rel_signed_clust_coeff_perc,std_pos_to_neg_ratio,std_pos_to_neg_ratio_perc,std_neg_to_pos_ratio,std_neg_to_pos_ratio_perc,std_total,std_total_perc,std_pos,std_pos_perc,std_neg,std_neg_perc,avg_of_all_pos_k_balance,avg_of_all_neg_k_balance,pos_degree_of_bal,neg_degree_of_bal,pos_weighted_1_k_bal,neg_weighted_1_k_bal,pos_weighted_1_k_2_bal,neg_weighted_1_k_2_bal,pos_weighted_1_k_3_bal,neg_weighted_1_k_3_bal,pos_weighted_1_k_4_bal,neg_weighted_1_k_4_bal,pos_weighted_1_k_fac_bal,neg_weighted_1_k_fac_bal,run,kind,null_model,cow_year,directed,dataset,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7031886458760521,0.2968113541242851,0.7784886412991129,0.22151135870090308,0.788971434141093,0.21102856585891794,0.7990940537812311,0.20090594621877622,0.8086030856189291,0.1913969143810756,0.8172710245800295,0.18272897541997332,0.841794512036999,0.15820548796300107,0.0,dataset,False,1915,False,cow,False,0.6666666666666666,34.0,72.0,46.0,92.0,cx,20.0,10.0,False,False,1156.0,1156.0,5.210699081420898,101259.0,15256.0,86003.0,130250193.0,5.560575008392334,2024-12-08 17:16:59.621402
1,1,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.8333333333333333,0.16666666666666663,0.857796954507481,0.14220304549251908,0.7155939090149618,3.1100000000000008,0.2051268820618664,7.199999999999998,5.999999999999998,1.1999999999999995,False,False,False,0.14833081723683283,0.17292066200211628,0.14833081723683286,1.0430917054068025,0.2966616344736657,0.41456702011624175,1.3482540149722846,0.43352219130941616,0.22983211129442513,1.1204387693325715,5.617828762075255,0.7802539947326744,4.722287581247037,0.7870479302078397,1.3999999999999995,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.7644628099173546,0.23553719008264518,0.7887028651767459,0.2112971348232541,0.5774057303534917,2.1083333333333196,0.36671524465642436,12.099999999999982,9.249999999999977,2.8500000000000023,False,False,False,0.19853780944457597,0.2517270041869117,0.198537809444576,0.9396143000739171,0.39707561888915205,0.6876890858808409,1.035488344266179,0.49114071664799325,0.4085312936486192,1.1140286628426705,13.718236038208405,1.1337385155544153,10.525564117898858,1.137898823556636,4.028337125911879,1.4134516231269738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.6731391585760518,0.32686084142394844,0.590862470862468,0.4091375291375324,0.18172494172494025,0.9989639989639783,0.6731881022203731,15.449999999999871,10.399999999999913,5.049999999999962,False,False,False,0.34249273395827007,0.5796488198993947,0.3424927339582704,0.8371090637425754,0.6849854679165398,3.769353075117983,0.7731910183567781,0.7739928757779575,0.7089172915499221,1.0530746001180111,25.43319681046789,1.6461616058555406,17.24064963973214,1.6577547730511812,9.254593454063778,1.8325927631809602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.605536332179921,0.3944636678200787,0.7479464758876523,0.2520535241123406,0.49589295177530607,1.06319290465636,0.5523809523808983,14.449999999999761,8.749999999999714,5.700000000000043,False,False,False,0.26145530688721236,0.3495641938507978,0.2614553068872192,1.037300739229848,0.5229106137744232,1.0544828513944258,0.4156126921338769,0.3909099565221508,0.6386680087468668,1.1562093261797857,30.327339151333536,2.0987777959400717,18.14628061063745,2.0738606412157763,13.061776295741753,2.291539701007308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.6000000000002896,0.3999999999998484,0.5354104104104138,0.4645895895913132,0.07082082081734123,0.8867753623189847,0.5012800819251638,7.249999999998975,4.350000000001485,2.899999999998491,False,False,False,0.35532969056044983,0.663658538667702,0.3553296905630977,0.7648249089603397,0.710659381126153,10.03461090854994,0.6272106985253024,0.7072937805636582,0.3545522842661094,0.7072937805636582,19.423889929663382,2.6791572316780865,11.275083148250147,2.591973137527885,8.348053665371465,2.8786391949571755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5925925925845693,0.4074074074155654,0.698412698411552,0.30158730158875113,0.39682539682310397,1.3749999999820284,0.6111111111149455,1.3500000000100805,0.7999999999951422,0.5500000000151202,False,False,False,0.23436227079812427,0.3355641604615015,0.23436227079773408,0.7770959505361201,0.46872454159624855,1.1811858448293713,0.6249999999836762,0.4545454545395237,0.5499719409235752,0.8999540851420217,3.581549943872636,2.6529999584043646,1.9390719429807095,2.4238399287406054,1.829617446379826,3.3265771751445956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.0,0.0,,,,,,0.0,0.0,0.0,True,True,True,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
